 ,DA,SA,LL,TV,VEC
1e-05,1000,600,3301,4200,800
2e-05,700,100,5700,4100,300
3e-05,700,500,3600,3901,600
4e-05,500,200,5200,3700,400
5e-05,200,500,2500,3700,300
6e-05,500,200,5200,3401,300
7e-05,1200,700,2900,3300,400
8e-05,100,100,3000,3100,100
9e-05,700,200,4700,3800,300
0.0001,600,100,4500,3800,200
0.0002,500,200,4800,3500,800
0.0003,1400,500,2900,3900,200
0.0004,1600,200,2800,3700,500
0.0005,500,200,2000,3300,300
0.0006,701,300,6500,3700,800
0.0007,900,200,1900,3700,200
0.0008,500,200,3400,3400,200
0.0009,500,300,1500,4500,400
0.001,700,300,5500,3800,300
0.002,500,300,3900,3400,300
0.003,600,300,2300,3700,200
0.004,500,600,4400,4000,300
0.005,600,500,3700,4200,300
0.006,800,400,3600,4500,500
0.007,700,400,3000,3700,400
0.008,400,300,4400,3500,300
0.009,700,300,3200,4000,300
0.01,300,400,2200,4500,300
0.02,700,600,1700,4500,400
0.03,1200,300,1600,3100,300
0.04,2100,400,2900,3300,300
0.05,700,900,2500,3300,300
0.06,1400,300,4200,3400,900
0.07,800,600,3700,3800,300
0.08,1200,300,4800,3200,200
0.09,900,400,5600,3800,800
0.1,1000,400,6500,4100,300
0.2,1601,500,2300,4700,300
0.3,1200,500,6000,3700,300
0.4,1200,300,2000,3800,300
0.5,1600,700,4100,4100,500
0.6,1700,400,3100,3300,400
0.7,1700,600,3400,3800,300
0.8,1000,200,5300,3100,200
0.9,1301,400,6900,3400,200
1,1600,400,5800,3700,400
