 ,DA,SA,LL,TV,VEC
1e-05,200,300,4900,3600,200
2e-05,400,300,5400,3600,300
3e-05,200,400,2900,3300,400
4e-05,100,100,4700,3700,200
5e-05,700,200,4601,3300,300
6e-05,700,200,4700,3700,500
7e-05,100,500,2500,3500,400
8e-05,100,200,2900,4800,200
9e-05,200,100,3900,3500,200
0.0001,100,300,2600,3200,300
0.0002,400,200,3900,4300,200
0.0003,400,500,2600,4000,600
0.0004,300,600,2400,3400,200
0.0005,500,600,4700,3500,300
0.0006,200,300,4900,3200,300
0.0007,500,700,2200,3700,400
0.0008,400,500,5000,3400,600
0.0009,500,500,4700,3800,300
0.001,500,400,6800,4000,400
0.002,400,400,5600,3700,300
0.003,600,400,5801,3800,200
0.004,600,1400,3400,4300,200
0.005,600,600,4300,3400,300
0.006,200,500,3800,3400,400
0.007,400,700,5300,3600,1100
0.008,2000,500,4101,3800,300
0.009,500,300,7200,3200,300
0.01,500,500,3000,3500,500
0.02,600,700,5100,3900,300
0.03,700,300,2101,3700,300
0.04,500,700,3101,3400,200
0.05,700,300,4900,3200,200
0.06,1100,500,2600,4200,400
0.07,400,300,5300,3300,300
0.08,1000,600,2500,3300,300
0.09,1800,400,2900,3100,200
0.1,800,300,6100,3200,300
0.2,1500,500,3000,3800,300
0.3,1400,700,5400,3101,300
0.4,1100,400,5600,3300,200
0.5,900,300,5800,3400,300
0.6,1000,500,5800,3501,200
0.7,800,400,7600,4201,500
0.8,600,1100,4000,3200,200
0.9,900,300,2000,3600,200
1,800,300,7201,3000,200
