 ,DA,SA,LL,TV,VEC
1e-05,500,700,5800,4400,700
2e-05,700,400,4700,3501,200
3e-05,500,400,2500,3800,200
4e-05,500,700,4600,3600,300
5e-05,400,400,4400,3400,200
6e-05,400,300,4600,3900,200
7e-05,200,100,3300,3200,200
8e-05,300,200,3400,4400,200
9e-05,900,900,3500,3300,300
0.0001,300,300,5800,3600,200
0.0002,300,400,1900,4100,200
0.0003,600,500,5300,3400,600
0.0004,500,600,4600,3801,400
0.0005,300,500,4200,4300,200
0.0006,300,500,6900,3700,800
0.0007,700,300,3100,3401,200
0.0008,700,600,3500,4001,500
0.0009,700,600,1800,3500,200
0.001,1400,300,4600,3700,600
0.002,700,500,4700,3201,200
0.003,900,200,5600,4000,400
0.004,500,200,2000,3400,200
0.005,700,400,3200,4000,500
0.006,300,300,7200,4301,400
0.007,1200,300,2400,3400,300
0.008,1400,1200,4600,5601,400
0.009,1100,300,2900,3700,300
0.01,600,700,5600,3800,1000
0.02,800,500,2200,3300,900
0.03,700,300,4900,3100,200
0.04,600,1300,3000,3400,300
0.05,900,300,3400,3400,300
0.06,1600,700,2700,3200,400
0.07,1001,600,3200,3500,300
0.08,1000,400,3200,3900,300
0.09,600,200,3000,3000,300
0.1,1900,400,5400,5100,400
0.2,1900,400,5500,3900,500
0.3,900,200,4900,3301,200
0.4,1200,500,3000,3200,500
0.5,2000,300,2100,3300,500
0.6,1200,500,3800,3200,300
0.7,1600,200,3200,3400,500
0.8,900,800,6800,3200,300
0.9,1200,700,5700,3900,300
1,800,2200,2700,3900,300
