 ,DA,SA,LL,TV,VEC
1e-05,700,600,3600,3900,300
2e-05,400,300,4100,3500,400
3e-05,200,100,4400,3300,200
4e-05,400,400,4300,4900,500
5e-05,500,300,5300,3700,200
6e-05,400,400,3800,3700,200
7e-05,400,400,1600,3400,500
8e-05,600,200,2800,3200,200
9e-05,500,500,6000,3800,200
0.0001,600,700,2800,3300,300
0.0002,400,500,2300,3200,400
0.0003,300,200,3600,3700,300
0.0004,500,300,6101,3700,400
0.0005,500,700,4800,4200,300
0.0006,800,1100,2500,3400,300
0.0007,300,500,4000,3600,600
0.0008,400,200,3701,3600,300
0.0009,700,900,3900,3500,400
0.001,1100,700,2700,4100,400
0.002,700,700,5700,3500,600
0.003,600,300,2500,4200,200
0.004,500,600,6100,3500,700
0.005,300,300,3300,3900,400
0.006,600,300,3200,3600,300
0.007,600,300,2600,3401,200
0.008,1100,1800,3900,4200,300
0.009,1500,600,2600,4300,600
0.01,800,600,4200,4000,300
0.02,900,300,3100,3300,200
0.03,1300,800,3500,3601,300
0.04,700,900,2400,4301,200
0.05,500,200,4900,3900,300
0.06,700,1000,2000,4100,500
0.07,2100,300,3900,3600,200
0.08,900,500,3100,3300,300
0.09,900,300,2300,3300,200
0.1,1400,1400,3000,3600,300
0.2,1500,300,3600,3400,500
0.3,1400,400,2300,5000,300
0.4,1800,700,4301,3100,300
0.5,1100,1200,5800,3900,600
0.6,1500,900,4100,3600,600
0.7,1500,900,6400,3700,500
0.8,1000,300,4700,3700,300
0.9,1700,800,7900,3400,1000
1,1000,500,5700,3800,300
