 ,DA,SA,LL,TV,VEC
1e-05,400,600,5700,3800,600
2e-05,100,400,3100,3100,100
3e-05,200,400,3300,3500,300
4e-05,100,700,5100,3200,200
5e-05,400,300,3500,3700,300
6e-05,400,100,3200,3500,300
7e-05,300,200,3000,4400,200
8e-05,100,100,3400,3500,200
9e-05,100,100,4600,3300,200
0.0001,400,300,3600,3300,200
0.0002,200,200,5300,3600,300
0.0003,300,200,6700,3800,300
0.0004,400,1100,5600,3900,700
0.0005,500,800,5901,4100,200
0.0006,500,400,4200,3100,400
0.0007,900,800,4701,4600,300
0.0008,400,200,5200,3200,300
0.0009,600,700,2701,3700,200
0.001,500,400,3000,3500,200
0.002,500,400,2200,5000,200
0.003,500,300,5300,3300,200
0.004,400,400,3700,3300,300
0.005,600,600,5400,3300,300
0.006,400,500,6400,3501,300
0.007,600,500,6500,3800,300
0.008,1000,500,4400,3500,400
0.009,500,500,4800,4000,500
0.01,400,400,3900,3601,200
0.02,800,800,4600,4900,300
0.03,400,200,3800,3100,200
0.04,600,500,4500,4600,500
0.05,600,300,4001,4100,400
0.06,1300,401,6400,3900,300
0.07,1000,400,2400,3400,300
0.08,800,200,2100,3600,200
0.09,500,200,5600,3100,200
0.1,900,700,3201,3900,1100
0.2,1000,400,4800,3700,400
0.3,1200,600,2400,3200,700
0.4,1100,500,3200,4200,300
0.5,1800,800,4500,4300,500
0.6,900,600,3400,3600,300
0.7,700,500,3501,3900,300
0.8,1400,500,2000,4000,300
0.9,1200,400,3400,4600,300
1,1100,500,4500,3300,600
