 ,DA,SA,LL,TV,VEC
1e-05,400,500,2400,4300,300
2e-05,400,500,1800,3500,200
3e-05,300,400,5200,3500,400
4e-05,300,100,3400,4300,200
5e-05,300,200,4500,3400,200
6e-05,100,200,5100,3000,200
7e-05,200,500,3600,3500,300
8e-05,400,300,1800,4100,200
9e-05,600,400,3601,3100,200
0.0001,200,100,3100,2900,100
0.0002,100,600,4000,3500,200
0.0003,1000,600,2700,3700,200
0.0004,500,600,4900,3600,1300
0.0005,600,100,2000,4400,300
0.0006,1300,400,1600,3500,500
0.0007,500,700,5600,3601,600
0.0008,400,1000,2500,3000,200
0.0009,300,300,2000,3500,200
0.001,100,200,6001,3300,100
0.002,700,500,6900,3400,300
0.003,1400,700,1900,3400,200
0.004,600,300,4800,3400,200
0.005,1400,1100,2700,3500,400
0.006,600,400,3100,3800,400
0.007,1400,300,3300,3700,600
0.008,500,300,4100,3100,300
0.009,700,400,5700,3400,300
0.01,500,600,6300,3300,200
0.02,1000,300,6400,3900,400
0.03,900,1700,1800,3601,400
0.04,800,500,4800,3400,900
0.05,1100,1600,2600,3600,300
0.06,700,700,2600,3300,700
0.07,1000,1200,2300,4300,500
0.08,2000,600,4300,3400,700
0.09,1200,600,2200,4100,300
0.1,1100,200,6100,3400,300
0.2,1100,500,5601,3500,601
0.3,800,300,5001,3600,300
0.4,1200,300,6000,3300,200
0.5,1300,500,5500,4100,200
0.6,1100,400,5000,3700,800
0.7,1200,300,4500,3200,500
0.8,1000,400,3301,3400,300
0.9,1600,200,5900,3800,300
1,1500,300,1900,4100,300
