 ,DA,SA,LL,TV,VEC
1e-05,2100,1300,3500,5000,4000
2e-05,800,1200,4400,3800,500
3e-05,700,1000,6100,3700,1500
4e-05,700,2200,5700,3700,400
5e-05,1100,1100,3900,3401,200
6e-05,900,1700,4200,3700,400
7e-05,700,1300,5500,4200,700
8e-05,500,800,2200,3500,400
9e-05,1300,1100,3300,3700,1400
0.0001,600,400,2600,3900,300
0.0002,700,600,5000,4401,500
0.0003,900,700,5800,4000,400
0.0004,900,700,2100,3500,300
0.0005,1201,1100,6200,3700,500
0.0006,1600,1400,2900,4800,600
0.0007,1601,1100,2500,5800,500
0.0008,1900,2200,3400,4101,400
0.0009,1900,1500,4300,5300,300
0.001,1300,1100,4300,3900,1000
0.002,1200,600,5000,3600,500
0.003,1800,900,3500,3600,600
0.004,1000,600,7400,3700,1100
0.005,1800,1500,2800,5100,500
0.006,1100,1200,6500,4100,1700
0.007,2200,1500,3600,3400,400
0.008,2300,1100,1900,5600,1200
0.009,2000,1700,6600,3501,500
0.01,2300,2200,7200,4800,1100
0.02,2000,1400,5300,3800,1400
0.03,1900,600,5100,3400,800
0.04,2000,1200,3100,4700,600
0.05,2300,700,5500,4000,500
0.06,3400,1900,5300,3600,2100
0.07,2300,600,4801,4400,800
0.08,3100,2100,3800,4100,1000
0.09,4000,1300,4500,3700,1200
0.1,3100,1200,5200,4000,1000
0.2,2800,700,4000,4101,2100
0.3,3001,800,6200,3600,400
0.4,3800,500,2800,3300,400
0.5,3000,1300,3700,3901,700
0.6,4100,1000,3900,3301,1300
0.7,2000,1200,5600,4500,1000
0.8,2500,1700,6000,3800,1000
0.9,3200,1200,7200,4000,1300
1,3400,1200,3700,6401,400
