 ,DA,SA,LL,TV,VEC
1e-05,1000,1300,6400,3800,500
2e-05,500,300,4400,3301,400
3e-05,900,1100,6100,4300,400
4e-05,800,1400,5500,4200,2200
5e-05,1300,1000,5701,3600,800
6e-05,1200,1300,4200,4600,300
7e-05,1300,1200,5500,3800,300
8e-05,600,400,6000,3500,600
9e-05,600,700,3300,3900,400
0.0001,800,900,4500,4600,800
0.0002,1500,1900,5500,3500,500
0.0003,900,1500,4200,4400,600
0.0004,1000,1300,7000,4200,800
0.0005,800,1100,3400,5000,900
0.0006,2000,900,4700,4600,500
0.0007,500,800,2800,4600,400
0.0008,1500,1900,6100,3900,1700
0.0009,1600,2300,4100,4600,500
0.001,1300,2100,5600,4100,400
0.002,1400,1400,7800,3900,800
0.003,2100,1600,5900,4200,1400
0.004,800,500,7401,4000,600
0.005,1500,800,4400,5300,1400
0.006,1100,1000,6300,4200,300
0.007,3000,4200,4900,3800,1300
0.008,2700,1600,5900,3800,400
0.009,1700,1100,4300,3900,1300
0.01,1800,1300,2700,4400,900
0.02,1000,1800,2700,4800,900
0.03,2200,1700,4200,3900,1100
0.04,2500,1900,5200,3900,500
0.05,4400,900,2500,3600,900
0.06,1600,800,5700,3600,900
0.07,2200,800,4700,4100,1200
0.08,2500,1500,2401,4800,1000
0.09,3200,900,4300,4500,800
0.1,2501,1700,6500,4200,500
0.2,2500,1000,6500,3900,800
0.3,3200,600,5300,3900,400
0.4,2200,800,7100,4101,500
0.5,2300,500,5801,3500,1100
0.6,3500,1300,3100,3400,1500
0.7,2901,1300,7700,4700,500
0.8,2700,600,5100,4300,1100
0.9,5400,1600,4900,4500,500
1,2200,1200,4600,3901,400
