 ,DA,SA,LL,TV,VEC
1e-05,800,2700,4700,3400,600
2e-05,300,400,2600,3000,300
3e-05,1900,1400,2600,3200,700
4e-05,1200,2300,5800,4501,700
5e-05,1100,1400,4300,3300,900
6e-05,700,1500,5000,3700,800
7e-05,500,700,3401,3900,1300
8e-05,1000,300,4100,3600,700
9e-05,800,1300,4600,3200,1500
0.0001,1000,1200,5400,3300,900
0.0002,1500,1200,5400,3800,1100
0.0003,900,1200,6100,3500,600
0.0004,900,1400,5000,3901,700
0.0005,1001,1300,3600,4600,600
0.0006,1700,1800,4400,4500,500
0.0007,1200,1800,7000,3700,500
0.0008,1400,1600,2201,3800,300
0.0009,1700,1100,4500,3900,900
0.001,1000,900,3200,3400,1700
0.002,2400,1300,7100,3801,900
0.003,1800,1500,4800,3700,1000
0.004,1400,900,5200,3600,1700
0.005,2500,1400,3500,5800,600
0.006,4000,1200,2700,3700,1700
0.007,2800,1200,4400,4000,1100
0.008,1100,900,5001,3700,1100
0.009,2500,1000,5200,4400,1101
0.01,1600,1400,4700,4800,1700
0.02,2300,1100,3400,4700,1100
0.03,1600,800,5800,4100,1500
0.04,1700,1400,4601,5500,800
0.05,2600,1000,3300,3600,500
0.06,3600,1300,3300,4201,1200
0.07,2300,1400,2000,4700,600
0.08,3700,3000,5900,4000,1900
0.09,3100,1400,4300,3900,500
0.1,3100,1600,6600,5500,600
0.2,4200,1300,6900,4200,500
0.3,4900,1400,4700,3400,400
0.4,2500,600,5601,4800,500
0.5,2100,900,6400,4100,500
0.6,13601,1000,2100,4000,500
0.7,2200,1500,5600,4400,1000
0.8,1700,1400,6800,3900,900
0.9,3400,700,2900,4200,500
1,2000,1000,6600,4400,500
