 ,DA,SA,LL,TV,VEC
1e-05,2000,2100,5500,4100,600
2e-05,600,1400,6100,3500,1200
3e-05,700,1400,5500,4000,800
4e-05,600,900,2300,4000,400
5e-05,500,400,2500,3400,600
6e-05,800,1100,2800,3700,700
7e-05,700,2600,2800,4000,1000
8e-05,900,900,6400,3300,1200
9e-05,1100,2500,7800,3500,600
0.0001,900,400,3600,4501,400
0.0002,700,2300,3400,5800,300
0.0003,1500,600,3300,3300,500
0.0004,2401,1300,4900,3900,400
0.0005,900,1200,1800,3400,800
0.0006,1200,900,4300,3900,1900
0.0007,2600,1000,3900,3700,500
0.0008,900,1300,2900,4400,900
0.0009,1300,1100,4600,3900,300
0.001,1400,1800,5501,4800,600
0.002,1200,800,6500,4400,11000
0.003,3300,1500,6900,4100,400
0.004,2400,1000,3000,3400,400
0.005,1100,1200,7900,4500,900
0.006,900,600,4400,3800,500
0.007,1300,900,5600,4300,1001
0.008,900,600,3900,4700,600
0.009,2600,1300,3100,3800,1400
0.01,900,1000,2000,6400,700
0.02,2100,1400,6000,4300,600
0.03,2600,1100,3400,3900,500
0.04,1600,700,3900,4900,1100
0.05,2200,1800,4900,3400,600
0.06,2200,1201,6500,4000,900
0.07,1700,701,4602,4101,1201
0.08,2800,500,4600,4800,500
0.09,3100,1200,5200,4000,2800
0.1,2700,1200,3200,5000,500
0.2,5401,1400,7100,3900,1100
0.3,4800,1200,4400,4400,600
0.4,4000,900,3000,3200,800
0.5,4900,1300,3100,4900,600
0.6,1700,1200,5100,4001,500
0.7,3300,1500,6800,3501,900
0.8,4000,500,3300,5200,400
0.9,4500,900,2300,4101,500
1,2700,1500,3600,3100,400
