 ,DA,SA,LL,TV,VEC
1e-05,1000,1400,7000,3500,1101
2e-05,700,1300,5601,3700,400
3e-05,900,1700,1900,4400,300
4e-05,1200,1100,4501,5000,400
5e-05,500,600,2300,4300,500
6e-05,2401,1700,7000,3900,1600
7e-05,700,1300,4600,3600,700
8e-05,1000,1100,6600,4000,1600
9e-05,800,800,6900,3900,400
0.0001,800,1100,6500,3800,1100
0.0002,900,1200,6500,4900,600
0.0003,1000,1300,5700,3900,1400
0.0004,900,2300,4000,4300,800
0.0005,900,1400,6800,3600,1200
0.0006,2500,1000,4000,5500,600
0.0007,1500,1600,7100,3500,800
0.0008,1200,1500,4000,3500,900
0.0009,1900,1700,4200,4200,700
0.001,2900,1100,2700,5001,400
0.002,3600,1000,3800,3800,1000
0.003,2200,1800,5000,5100,900
0.004,3100,700,6000,4500,900
0.005,2100,1300,6100,4200,400
0.006,3100,1100,5300,4000,800
0.007,1200,600,6401,4000,1000
0.008,2900,1500,3200,4601,2200
0.009,2600,1500,2600,4701,500
0.01,1500,1000,4800,4600,400
0.02,3101,1000,2800,4200,700
0.03,1600,700,5300,3700,1300
0.04,2800,1200,4300,3700,700
0.05,1500,700,6200,3400,900
0.06,2100,2900,6500,3700,1800
0.07,1700,900,4700,4700,600
0.08,2700,1000,4900,3400,1100
0.09,2500,1000,2900,4000,400
0.1,3200,1100,4300,4600,900
0.2,3600,1200,4500,5001,500
0.3,3000,1900,7300,4100,800
0.4,3100,1200,5400,5200,600
0.5,2200,600,6100,3500,1100
0.6,4100,1100,3500,4400,1400
0.7,2900,800,6501,3900,900
0.8,4600,1600,5300,4000,700
0.9,3200,2100,3800,4700,400
1,5800,1500,4700,4700,800
