 ,DA,SA,LL,TV,VEC
1e-05,2200,1500,7400,3700,500
2e-05,1100,1300,4900,3800,900
3e-05,500,300,2200,3500,300
4e-05,1200,1300,1900,3100,400
5e-05,1400,1100,3000,3600,500
6e-05,800,1200,4400,3500,700
7e-05,400,400,3400,3000,400
8e-05,1100,2400,5900,3500,300
9e-05,900,1600,2800,3701,400
0.0001,500,1300,3400,4400,400
0.0002,700,1000,3900,3401,1100
0.0003,1700,1100,5600,4500,500
0.0004,1300,1800,2500,4100,400
0.0005,2200,1100,3500,4300,400
0.0006,1500,800,5300,4000,900
0.0007,1000,500,4100,4101,600
0.0008,1400,1100,6400,4200,400
0.0009,3100,1100,2400,4100,400
0.001,2200,1200,6100,4300,600
0.002,1400,1300,5900,4200,800
0.003,1800,1400,4100,4601,400
0.004,1401,1000,4400,3800,900
0.005,2300,1200,4400,4000,700
0.006,1300,1100,3701,5500,1000
0.007,1400,1400,5600,5400,1200
0.008,1200,600,6100,3800,400
0.009,2801,1000,4800,3700,900
0.01,2100,800,7100,3700,1400
0.02,1700,900,3900,4600,400
0.03,1900,1100,5600,3400,1000
0.04,1900,400,5301,3800,800
0.05,2300,1000,6901,3800,700
0.06,2000,2000,6400,3700,700
0.07,1700,500,4600,4000,400
0.08,2400,800,5400,6300,900
0.09,3100,1500,5100,3400,500
0.1,3200,800,5500,5100,700
0.2,2800,600,4500,3600,500
0.3,2500,1900,5500,3900,400
0.4,3100,600,5100,5400,400
0.5,2700,1100,3800,3500,700
0.6,3001,600,8200,4400,400
0.7,4600,1301,4400,4700,1100
0.8,2300,1800,5000,3800,800
0.9,2100,1400,4600,3600,500
1,2601,900,3300,4200,400
