 ,DA,SA,LL,TV,VEC
1e-05,900,1300,5100,3800,600
2e-05,800,1200,4001,3700,400
3e-05,700,300,1900,3200,1400
4e-05,600,1000,2700,3400,500
5e-05,600,600,2200,4000,300
6e-05,1800,900,4900,3600,600
7e-05,800,900,6500,3300,1100
8e-05,500,1000,5100,3001,300
9e-05,2500,1000,3300,3300,500
0.0001,500,800,3900,3200,1000
0.0002,700,1900,1500,3500,400
0.0003,1000,500,3200,3400,600
0.0004,700,800,5600,3600,600
0.0005,800,500,5100,3400,700
0.0006,1600,1100,5100,4200,700
0.0007,1700,1300,1800,3600,600
0.0008,700,700,3300,4300,800
0.0009,800,600,5900,3400,600
0.001,1300,801,3100,3700,1400
0.002,1100,600,6700,4200,500
0.003,1500,1100,5100,4000,600
0.004,3000,1500,4000,4200,900
0.005,2800,1500,4500,3400,1900
0.006,2100,1100,5300,4200,700
0.007,1301,700,5900,5700,600
0.008,1900,1300,3300,4100,1100
0.009,1600,500,5700,3600,900
0.01,2200,800,3700,3700,600
0.02,2500,2200,4900,5300,700
0.03,3400,1200,3200,4800,500
0.04,2400,1200,5000,4400,500
0.05,1900,1200,5200,4600,1000
0.06,1700,700,5700,4300,1700
0.07,4300,1200,3800,4400,700
0.08,2900,1300,4200,5200,600
0.09,2300,1000,6600,4800,300
0.1,2900,1100,4500,4700,500
0.2,1700,1200,5100,4501,1000
0.3,4900,800,3300,4300,600
0.4,4500,900,3500,4000,900
0.5,2900,1500,5100,4400,1400
0.6,1800,500,3700,3500,500
0.7,3500,1000,4800,4900,500
0.8,3700,1600,4400,3700,1200
0.9,5000,1301,4000,3400,500
1,3200,700,3700,3900,500
