 ,DA,SA,LL,TV,VEC
1e-05,800,1400,4100,3500,400
2e-05,600,1100,6500,3500,1300
3e-05,800,1201,2600,3600,300
4e-05,800,900,1900,3600,900
5e-05,700,900,1900,3500,200
6e-05,500,900,4200,3700,800
7e-05,500,700,2700,3400,400
8e-05,400,200,6100,3501,400
9e-05,900,200,2000,3400,700
0.0001,1700,1700,4300,4600,500
0.0002,1100,1300,7300,3500,400
0.0003,1400,1200,2900,3700,400
0.0004,1100,400,3201,3300,600
0.0005,1000,2100,3000,5700,300
0.0006,1600,400,2600,3800,600
0.0007,1000,300,3700,5400,400
0.0008,1200,900,2900,3801,400
0.0009,2000,600,2600,4000,500
0.001,1200,1800,2101,4600,500
0.002,1000,1000,6500,3800,901
0.003,2100,1000,3200,3900,900
0.004,1700,1200,4701,4500,400
0.005,1700,1200,5600,3600,400
0.006,1600,800,3000,5000,800
0.007,1600,1900,4100,3900,500
0.008,2000,1300,4800,4301,600
0.009,2400,1800,6700,3500,900
0.01,1900,1300,4600,4001,300
0.02,4600,1100,6200,3600,700
0.03,2600,600,2101,5500,900
0.04,1400,700,5500,3900,1700
0.05,2900,1200,4501,3500,1600
0.06,2901,1300,6600,4100,900
0.07,3800,1100,4800,3800,600
0.08,3700,1100,2300,4000,2500
0.09,2501,1700,15000,4000,800
0.1,2500,700,3800,3800,900
0.2,3600,800,6500,4200,1200
0.3,5300,1200,5301,4400,400
0.4,5500,2301,4001,4300,700
0.5,3600,1800,7800,5500,900
0.6,6100,1400,4700,3400,500
0.7,2000,600,3700,4000,700
0.8,3800,1900,7700,3700,900
0.9,3700,1800,3900,3800,500
1,3101,800,3800,3500,900
