 ,DA,SA,LL,TV,VEC
1e-05,500,1000,5200,7501,700
2e-05,700,1300,3900,4100,400
3e-05,1300,1400,2500,3500,700
4e-05,700,900,5000,3400,800
5e-05,1400,800,2300,3700,400
6e-05,500,600,3400,3600,400
7e-05,801,600,2000,3600,300
8e-05,1000,900,5400,3400,800
9e-05,800,1100,5000,3800,700
0.0001,1300,1600,5600,3800,400
0.0002,800,500,5400,3800,400
0.0003,700,700,5000,3800,400
0.0004,700,1000,3000,5100,500
0.0005,700,1300,4100,4300,1200
0.0006,1200,1200,3300,4300,700
0.0007,700,1200,5500,4300,1300
0.0008,900,1200,4000,3800,1000
0.0009,900,1200,5900,3800,1100
0.001,1400,2100,6500,3500,500
0.002,1400,1600,5300,4800,1500
0.003,1200,2600,2500,5000,500
0.004,2100,1900,6900,3700,1200
0.005,2200,1600,5000,4100,400
0.006,1500,1300,4500,5000,1300
0.007,1900,1100,5301,4500,500
0.008,1700,600,7100,4201,500
0.009,2900,1100,2900,4600,901
0.01,1800,900,3600,4401,1100
0.02,1400,1000,5900,4600,500
0.03,2500,1100,7800,3800,500
0.04,1700,1100,4200,4600,1000
0.05,2300,1300,3400,4900,1200
0.06,3600,1000,4100,4600,400
0.07,3500,900,7300,4400,800
0.08,2600,1500,7800,3801,400
0.09,1600,600,4200,3900,900
0.1,4900,1101,6900,4500,400
0.2,3200,1000,5100,4000,1100
0.3,2700,1100,1900,4800,400
0.4,2100,1300,6500,4000,1600
0.5,3300,1300,4600,3900,400
0.6,1900,1100,7201,4000,2100
0.7,4701,1100,7100,3800,700
0.8,5600,1200,5800,4200,600
0.9,3000,1200,3100,3600,1400
1,4600,800,4501,3800,500
