 ,DA,SA,LL,TV,VEC
1e-05,1400,2000,4800,5200,500
2e-05,1000,1500,3100,4601,400
3e-05,400,1300,2200,3100,300
4e-05,1000,2100,4500,4100,1100
5e-05,600,1300,2700,3600,300
6e-05,700,900,5800,3500,300
7e-05,400,300,5400,3400,700
8e-05,500,300,2700,3400,200
9e-05,500,400,1300,3200,300
0.0001,601,1200,2400,3600,300
0.0002,700,1500,5100,3600,500
0.0003,1200,700,4800,3500,500
0.0004,1900,700,4100,4000,500
0.0005,800,1000,3100,3400,801
0.0006,1400,1900,3400,4000,400
0.0007,1400,600,3600,4300,1200
0.0008,1200,1700,5000,3900,500
0.0009,1300,800,3100,3600,500
0.001,1400,900,3900,3800,400
0.002,900,3000,6801,3800,700
0.003,2900,2200,6100,3600,1100
0.004,1100,1100,4800,3900,700
0.005,1200,1300,2500,4600,500
0.006,2900,1300,4800,4001,500
0.007,1201,1100,2200,4200,1200
0.008,1100,1400,3200,3400,1100
0.009,1400,1100,2500,4900,500
0.01,1700,900,6600,4800,400
0.02,3400,1200,2900,4401,800
0.03,2501,1000,3700,4800,1000
0.04,2700,1601,6900,5000,500
0.05,1500,700,7400,4800,500
0.06,1400,1300,6201,4800,600
0.07,1700,600,3400,3700,500
0.08,2801,1100,3800,3300,1000
0.09,2800,1100,4100,4500,500
0.1,2400,1600,6300,4500,2000
0.2,3100,900,5500,4700,500
0.3,3100,1100,5400,3700,800
0.4,2900,1100,3000,4600,400
0.5,2600,1200,5200,3400,600
0.6,4800,800,6000,3800,600
0.7,2800,1100,5700,3300,500
0.8,3400,2200,8900,5200,800
0.9,2500,901,6100,3400,1100
1,2500,1300,3000,3700,1300
