 ,DA,SA,LL,TV,VEC
1e-05,700,300,5000,1300,200
2e-05,700,300,4000,1600,300
3e-05,300,200,2900,900,100
4e-05,500,200,3101,1000,100
5e-05,401,200,1100,800,100
6e-05,300,200,1400,1000,100
7e-05,500,200,2200,1200,100
8e-05,500,500,4700,900,100
9e-05,700,100,4701,1400,200
0.0001,800,300,1700,1200,200
0.0002,1200,200,600,1500,300
0.0003,900,400,4301,1400,400
0.0004,900,300,3700,1400,100
0.0005,1100,300,3700,1300,300
0.0006,1100,300,5101,1100,200
0.0007,1500,300,2501,1300,600
0.0008,1200,200,3900,1400,101
0.0009,1300,300,2900,900,200
0.001,800,200,4400,1500,300
0.002,1200,400,4500,1201,300
0.003,800,200,2600,1000,300
0.004,1200,400,2200,1601,100
0.005,1700,300,1900,1100,200
0.006,800,100,1000,900,0
0.007,2000,300,2800,1101,100
0.008,1200,700,4501,1300,200
0.009,1900,200,1100,1400,300
0.01,1300,300,4701,800,200
0.02,2301,600,4000,1200,100
0.03,1400,601,3400,1200,300
0.04,1400,200,2800,1600,300
0.05,1500,400,800,1200,200
0.06,2101,400,2200,1500,400
0.07,2100,400,3800,1100,300
0.08,1901,300,2700,1300,300
0.09,2500,400,1500,1100,300
0.1,2800,300,1000,1400,300
0.2,1801,500,1900,1200,200
0.3,2400,400,2400,1100,200
0.4,2300,300,5000,1400,300
0.5,2000,300,1900,1100,400
0.6,2300,400,1600,1000,300
0.7,1901,400,2100,1100,200
0.8,1600,400,5600,1101,300
