 ,DA,SA,LL,TV,VEC
1e-05,1400,300,2400,600,100
2e-05,400,300,3900,1100,100
3e-05,900,800,1200,700,100
4e-05,300,300,2900,700,100
5e-05,500,400,2800,2200,100
6e-05,700,300,5300,700,200
7e-05,500,500,4000,1400,200
8e-05,1200,400,4100,500,200
9e-05,600,400,1800,700,0
0.0001,400,400,2300,1700,200
0.0002,500,400,3600,2200,100
0.0003,1300,200,1700,1000,0
0.0004,900,200,1100,1900,0
0.0005,900,100,1400,800,100
0.0006,900,400,5900,1000,100
0.0007,900,500,3600,1200,200
0.0008,2600,200,2800,1000,100
0.0009,1700,800,1000,800,300
0.001,1700,200,1300,1000,200
0.002,1100,200,2700,1600,100
0.003,1100,300,1800,900,100
0.004,1600,200,2300,600,100
0.005,1100,400,1400,900,100
0.006,1800,300,5200,900,200
0.007,2100,600,1700,1900,0
0.008,2400,300,800,700,100
0.009,1900,300,1500,700,0
0.01,1700,200,2500,900,300
0.02,1800,200,4700,800,100
0.03,1300,100,6001,400,200
0.04,1700,400,2400,600,200
0.05,1200,100,2701,600,100
0.06,1200,200,900,700,0
0.07,1100,100,2300,700,100
0.08,1600,300,800,1500,100
0.09,2700,200,400,700,100
0.1,2200,200,3500,800,100
0.2,2100,100,2600,700,0
0.3,1600,100,601,900,100
0.4,1000,300,2800,600,300
0.5,1100,100,1500,700,100
0.6,1700,200,3100,700,0
0.7,2400,400,4300,1000,100
0.8,2100,100,1100,600,100
0.9,1600,300,4100,700,200
1,1400,300,2300,1100,100
