 ,DA,SA,LL,TV,VEC
1e-05,400,400,3200,700,100
2e-05,600,400,1300,800,100
3e-05,400,500,1700,600,100
4e-05,600,100,2800,600,100
5e-05,300,100,3400,800,100
6e-05,500,0,3000,800,100
7e-05,800,200,3300,600,100
8e-05,600,100,1800,1800,100
9e-05,200,200,3100,500,200
0.0001,800,400,4500,2200,300
0.0002,1200,100,1000,900,100
0.0003,900,200,3900,900,200
0.0004,800,200,2300,800,100
0.0005,1100,300,2100,1500,100
0.0006,600,400,3500,700,200
0.0007,1100,500,2001,700,100
0.0008,1500,200,2600,700,0
0.0009,2300,200,3900,700,100
0.001,1600,200,1500,1200,200
0.002,2600,100,2900,900,100
0.003,1900,300,2100,1200,300
0.004,1900,200,2400,800,100
0.005,1000,100,1900,800,100
0.006,2400,300,1900,700,100
0.007,1500,1000,1500,700,0
0.008,2000,100,2000,900,100
0.009,1500,200,1500,800,200
0.01,1400,100,4300,900,100
0.02,1900,200,2401,1100,0
0.03,1500,200,5800,700,200
0.04,1300,100,4000,900,100
0.05,1600,200,3800,800,200
0.06,1100,200,2700,600,100
0.07,1600,100,4200,700,100
0.08,2300,200,3200,600,100
0.09,1300,200,1300,600,300
0.1,1500,100,4100,800,100
0.2,3100,200,3000,700,100
0.3,2300,200,4601,700,100
0.4,1100,100,6400,700,200
0.5,2600,200,2700,700,100
0.6,3000,200,2900,700,800
0.7,1500,100,4700,600,100
0.8,1500,200,1200,600,600
0.9,14000,200,3600,700,300
1,1100,100,1000,700,100
