 ,DA,SA,LL,TV,VEC
1e-05,600,300,2200,1400,100
2e-05,1100,100,4100,1400,0
3e-05,700,100,2200,600,100
4e-05,600,100,5701,600,200
5e-05,300,100,2500,500,100
6e-05,500,100,700,300,100
7e-05,401,200,900,700,100
8e-05,300,300,2400,800,300
9e-05,900,100,1100,900,100
0.0001,300,300,3100,500,100
0.0002,900,500,3300,900,100
0.0003,800,100,900,400,100
0.0004,900,0,1400,700,100
0.0005,1100,100,3600,1000,100
0.0006,700,200,1800,1400,500
0.0007,1700,100,1100,800,100
0.0008,1400,800,2300,1100,300
0.0009,1100,100,3500,1500,100
0.001,1400,200,3200,700,100
0.002,1200,100,1100,900,100
0.003,3000,100,3100,700,100
0.004,2000,100,3200,600,100
0.005,1200,100,1400,600,200
0.006,1000,300,1400,700,400
0.007,1301,200,1900,500,100
0.008,1100,100,1800,600,0
0.009,2200,200,1100,700,0
0.01,1300,300,2900,700,300
0.02,1900,200,1700,400,100
0.03,1400,200,2400,700,400
0.04,1400,200,500,400,100
0.05,2900,200,1700,700,100
0.06,1700,100,2000,600,200
0.07,1200,100,1000,400,100
0.08,2600,200,4700,700,100
0.09,900,500,1900,700,300
0.1,1600,100,3201,700,100
0.2,1700,100,5400,500,400
0.3,2300,200,2100,1100,100
0.4,1700,200,1000,600,500
0.5,1200,700,1100,800,100
0.6,1900,100,2400,600,100
0.7,3700,100,1800,800,700
0.8,2200,100,600,900,200
0.9,1600,100,2600,1100,100
1,1600,100,5901,600,100
