 ,DA,SA,LL,TV,VEC
1e-05,8400,5838810,10146392,23628447,6185617
2e-05,4200,4155479,9856186,22551426,6094716
3e-05,5900,4363383,10067690,22645328,6127916
4e-05,6300,4370582,9731484,22535226,6167017
5e-05,6600,4368882,9820286,22571127,6090315
6e-05,9701,4329582,9803785,22574427,6119115
7e-05,9200,4229880,9792186,22607727,6145516
8e-05,8700,4385183,9972289,22605327,6159317
9e-05,9200,4360782,9895987,22571327,6125816
0.0001,9000,4308881,9823886,22581527,6160316
0.0002,9600,4289481,9869887,22603327,6136516
0.0003,7500,4267581,9671483,22607228,6174516
0.0004,6801,4277980,9788385,22557126,6092915
0.0005,8200,4296781,9911386,22722228,6134115
0.0006,11400,4265680,9711483,22536624,6064214
0.0007,13200,4308981,9911887,22751628,6107815
0.0008,8400,4262081,9785584,22592225,6108815
0.0009,10701,4318381,9812184,22740628,6145616
0.001,13000,4262281,9625381,22473023,6064314
0.002,14201,4244980,9600781,22559525,6041014
0.003,12701,4289080,9655081,22555325,6066914
0.004,17400,4244080,9697283,22605326,6065414
0.005,13600,4240880,9801685,22624027,6107415
0.006,13001,4276080,10092490,22682626,6158116
0.007,16300,4119077,9422078,22585025,6057314
0.008,13101,4261580,8923367,22722728,6061614
0.009,17301,4266080,9029470,22726527,6159416
0.01,19101,4261380,8978569,22798129,6094215
0.02,17200,4245480,9070371,26766704,6959631
0.03,25800,4314282,9129872,22750727,6139715
0.04,27000,4268881,9039170,22632026,6051613
0.05,76298,4297703,8982597,22617390,6031964
0.06,93402,4252280,9000069,22631527,6071914
0.07,99701,4351182,9428578,22754629,6156416
0.08,94701,4234880,9016470,22721027,6122315
0.09,97102,4244380,9009769,22621927,6038314
0.1,108702,4266680,9022570,22579526,6108815
0.2,125902,4236380,9110073,22662129,6219517
0.3,141003,4262579,9200172,22644024,6049113
0.4,120397,4317697,9195979,32748515,6168252
0.5,182003,4309381,9254674,22761528,6219616
0.6,138203,4231279,9427377,22701125,6079414
0.7,112902,4236979,9332975,22635324,6181416
0.8,162603,4215379,9512278,22601223,6058313
0.9,159203,4285880,9332674,22633024,6082313
1,140002,4245980,9338175,22669225,6104314
