 ,DA,SA,LL,TV,VEC
1e-05,5200,5115097,9990591,24156760,6080016
2e-05,6100,4278282,9765186,22512429,6073216
3e-05,6600,4128879,9658384,22516529,6098516
4e-05,8000,4293082,10059692,22490028,6073716
5e-05,5100,4281682,9751386,22542030,6053315
6e-05,6500,4293182,9881689,22510129,6053515
7e-05,7201,4130878,9778386,22554730,6033415
8e-05,7800,4251081,9921789,22480429,6078016
9e-05,6200,4230381,9904389,22724333,6054015
0.0001,6100,4222381,9816487,22503029,6031015
0.0002,7000,4340883,9923089,22499129,6081516
0.0003,9600,5191699,9877688,22561830,6061615
0.0004,7100,4262281,9891289,22548729,6047516
0.0005,9300,4176079,9786687,22533429,6044116
0.0006,11000,4248181,10166094,22560029,6056415
0.0007,9500,4241281,9731585,22534629,6046215
0.0008,8801,4258781,9817186,22557529,6074716
0.0009,11500,4236081,9683784,22546429,6046515
0.001,10700,4264481,9935989,23936456,6094016
0.002,10800,4247581,9967089,22624231,6047015
0.003,10400,4226881,9698784,22548229,6014915
0.004,13101,4240380,9867487,22551528,6128617
0.005,12400,4246881,9877788,22568129,6081416
0.006,15100,4247181,9961589,22563529,6047215
0.007,12700,4290782,9904689,22608631,6057615
0.008,15301,4364183,9633283,22649130,6052015
0.009,13700,4258281,9624883,22581630,6030615
0.01,15901,4242580,9825886,22609230,6047215
0.02,15600,4282782,8831568,27643125,6091516
0.03,28201,4289581,8883069,22597830,6066415
0.04,64101,4235860,8904924,22580617,6049684
0.05,66701,4276983,8918872,22533335,6101417
0.06,84602,4294481,8796266,22557026,6119016
0.07,98302,4253581,8777165,22496025,6025314
0.08,108102,4291281,8891769,22655528,6031014
0.09,98502,4220879,9045171,23948153,6041414
0.1,103502,4235280,8910968,22737430,6052915
0.2,118003,4295481,8988469,22508425,6029014
0.3,134004,4272633,8928977,22579700,6089488
0.4,139202,4269681,9167574,22515526,6042414
0.5,110102,4227180,9138572,22553324,6132615
0.6,125102,4296681,9353175,22703525,6166515
0.7,201403,4180779,9066970,22529221,6089214
0.8,165904,4245379,9167970,22536720,6036313
0.9,124702,4329681,10199590,26443493,6128814
1,125601,4306657,9563926,22638098,6186082
