 ,DA,SA,LL,TV,VEC
1e-05,900,4113176,53524594,35500,4032775
2e-05,800,2636349,54499712,88801,2284843
3e-05,1300,3746170,56976257,59902,3846571
4e-05,1400,3360762,54020603,94202,2976455
5e-05,2500,4534284,54046305,70101,3858872
6e-05,1000,4040075,55446930,52701,4075776
7e-05,1400,628111,54946322,48401,618911
8e-05,1000,3720669,55297328,77001,3115658
9e-05,800,1444927,56621153,32500,1114821
0.0001,1300,2018138,56402048,73501,1984837
0.0002,2700,2073239,53713898,104702,2028738
0.0003,1700,25100,55381729,16301,12700
0.0004,1800,2510747,53172188,107402,2463346
0.0005,1600,537110,58933796,34100,515510
0.0006,1500,1542329,53351392,76701,1509328
0.0007,1600,1670332,52957884,43101,1632030
0.0008,3200,2685450,53210091,117502,2672150
0.0009,2100,2024038,57331567,54201,1998938
0.001,3500,3912973,53055088,101602,3558166
0.002,2300,3761870,52213377,88402,3726570
0.003,2300,1414828,53023318,68901,1371926
0.004,2800,508110,53257299,25800,476809
0.005,2700,2528047,52697291,82601,2450346
0.006,4700,3146858,52945474,86902,3128157
0.007,4901,1499924,53473285,64601,1523726
0.008,2900,1873867,53158979,59499,1885968
0.009,2600,362395,53964867,29300,332295
0.01,3600,2858797,53991897,109001,2846937
0.02,2600,1836924,55120117,69501,1813123
0.03,2800,2573148,57845070,93902,2550147
0.04,4000,1801333,53055182,42100,1759833
0.05,2400,1423726,52066163,54401,1418726
0.06,3700,3800171,51975863,82501,3883172
0.07,3000,713913,105355347,33601,697813
0.08,3200,1348325,52316669,57201,1314924
0.09,3101,1601829,52233167,62202,1529028
0.1,4200,1074020,51978963,56001,1157721
0.2,2500,3829671,53782399,87802,3808271
0.3,5900,306906,53149783,21200,292906
0.4,3600,695713,53297583,23700,665412
0.5,5600,964217,53176182,60501,935617
0.6,3600,1894335,52964079,45401,1852334
0.7,4900,2464546,53906596,76001,2504047
0.8,4300,613612,54762217,36100,590811
0.9,5701,18000,54317300,24600,20401
1,4300,1467327,54448100,66601,1672831
