 ,DA,SA,LL,TV,VEC
1e-05,900,4048975,54179896,45401,3766469
2e-05,1100,4220677,56052131,78502,4017674
3e-05,2300,1922436,54451301,68702,1889134
4e-05,800,624212,57265653,21601,610311
5e-05,1500,942417,54915510,60201,885517
6e-05,1000,3901672,53731689,66301,3922872
7e-05,1000,4051274,55457921,52001,3928072
8e-05,1000,2145539,53333882,109302,2182540
9e-05,1100,1230722,54303699,72802,1159321
0.0001,1200,698413,53920592,51001,664312
0.0002,1300,1655030,53576186,50201,1583229
0.0003,1200,3409363,53950592,98602,3376362
0.0004,1800,630611,53357882,58401,602911
0.0005,3100,5069093,87212805,64101,2054838
0.0006,2300,3991174,62860857,96101,4012374
0.0007,2400,3392262,53366682,65001,3380563
0.0008,1700,3707968,54256998,86102,3762569
0.0009,2800,1564629,53418283,73801,1520828
0.001,1500,936717,53505185,41701,931217
0.002,3600,2043337,53871489,94202,2051637
0.003,3200,841115,53797594,23801,799114
0.004,2401,2543146,52497663,89702,2414744
0.005,3900,2214541,53564483,47401,2207341
0.006,4100,3991273,53583685,47401,4061375
0.007,2800,2758350,53462883,60001,2682450
0.008,3000,189604,54061395,24600,159503
0.009,3300,2829052,53771890,35700,2768051
0.01,3800,1106620,53387882,52101,1075519
0.02,2200,1007019,54345095,33400,984618
0.03,2000,3241859,52732172,74301,2970155
0.04,2600,1219223,53727888,55601,1202822
0.05,2800,3731569,52879373,39801,3796670
0.06,2600,2410344,53148468,51401,2340442
0.07,2500,937018,53865690,34900,953718
0.08,4700,1347625,52480864,48601,1315624
0.09,3800,2899037,52822678,46101,2845036
0.1,7900,347806,52493867,41401,358707
0.2,3700,2360430,52300269,83301,2422431
0.3,3101,3349560,52011931,78001,3351060
0.4,3200,2258341,53782488,180703,2234941
0.5,4600,457208,52915971,29600,435608
0.6,3700,3377962,53711791,47201,3394262
0.7,4600,1479027,53755086,53201,1649031
0.8,3700,3741769,54668405,43001,3726868
0.9,3101,985318,53296781,61701,943017
1,3300,966718,54102086,23601,1015118
