 ,DA,SA,LL,TV,VEC,CBT
1e-05,800,900,1400,3000,300,21000
2e-05,100,100,1300,2900,200,26601
3e-05,200,400,1800,3600,201,23600
4e-05,300,400,1400,3300,500,18800
5e-05,300,400,1100,3300,200,24901
6e-05,200,100,1100,3200,200,22900
7e-05,400,100,1100,3300,200,15901
8e-05,200,100,1300,3000,200,18701
9e-05,300,200,1100,3700,200,23500
0.0001,300,600,1600,2900,500,36400
0.0002,300,200,1000,3200,200,29601
0.0003,400,500,1900,3700,400,24800
0.0004,400,700,2200,4000,400,23100
0.0005,300,700,2100,3100,300,28201
0.0006,400,400,1700,3200,200,34201
0.0007,500,300,1100,3200,200,19800
0.0008,300,300,1700,2900,200,22501
0.0009,900,700,3200,2900,200,23201
0.001,300,800,1300,4200,400,18600
0.002,700,300,1100,3000,200,33401
0.003,700,200,1500,3300,300,33201
0.004,1000,500,1800,3500,200,28101
0.005,600,300,1400,3200,300,33401
0.006,600,400,2600,3100,300,21201
0.007,1700,600,2200,3300,800,22900
0.008,1300,300,1100,3100,300,32900
0.009,600,901,1500,3200,500,29900
0.01,900,500,800,4300,200,36201
0.02,1200,400,1300,3000,300,19301
0.03,900,600,1700,3900,200,31301
0.04,900,300,1300,3300,700,24300
0.05,1000,300,1000,4201,200,28100
0.06,800,500,1300,4300,600,26901
0.07,1000,200,1600,3300,300,36401
0.08,1200,1300,3300,3700,400,31701
0.09,1300,500,1700,3200,600,24601
0.1,900,400,1800,3300,400,24200
0.2,1000,200,1700,3200,300,29001
0.3,1800,500,8400,3000,200,26800
0.4,900,600,3400,3200,300,39001
0.5,1000,300,1900,3200,300,22601
0.6,800,300,2600,2900,200,22801
0.7,1100,300,2000,3300,200,35300
0.8,1100,400,2200,3000,300,35701
0.9,900,400,5600,3300,500,17300
1,800,300,2300,3100,301,25900
