 ,DA,SA,LL,TV,VEC,CBT
1e-05,800,900,2400,3000,200,29800
2e-05,300,300,1000,4300,200,28101
3e-05,200,200,1000,3400,200,26801
4e-05,400,500,4600,3300,500,14300
5e-05,400,400,1700,2800,300,25300
6e-05,300,400,3000,3600,300,25500
7e-05,200,400,1300,3200,200,32301
8e-05,200,400,2300,3300,400,22601
9e-05,100,100,3000,2900,200,15501
0.0001,200,700,1100,3200,500,18800
0.0002,200,300,1900,3000,200,24401
0.0003,500,200,2500,3900,300,32901
0.0004,400,400,1200,3200,400,16600
0.0005,200,100,1100,3000,200,27500
0.0006,500,600,1400,3700,200,25301
0.0007,800,300,1700,3900,300,25800
0.0008,700,500,2000,3800,300,22700
0.0009,1100,800,3900,3300,400,22001
0.001,1000,1800,3100,3100,300,28101
0.002,800,700,1100,3400,200,24001
0.003,600,400,1200,3300,400,30200
0.004,600,900,2200,4000,300,31401
0.005,1500,600,1300,3500,400,38201
0.006,500,701,1200,3200,300,28100
0.007,900,300,1500,3601,400,21000
0.008,1100,300,1000,3200,300,21801
0.009,700,200,1300,3200,200,33300
0.01,400,300,4800,2900,200,30201
0.02,700,400,1300,3100,300,33401
0.03,600,1000,2700,2900,701,24200
0.04,1200,1100,1500,3100,500,37101
0.05,1100,400,2001,3000,200,29200
0.06,1000,300,1700,3200,300,38001
0.07,1500,600,3300,4300,500,35301
0.08,1000,400,4000,3200,300,24100
0.09,1100,200,1100,3100,300,20601
0.1,1200,300,4500,3000,300,28601
0.2,1200,700,4500,3200,300,32101
0.3,900,300,1800,3900,300,24701
0.4,900,300,1500,3600,200,27901
0.5,1400,400,1700,3700,400,32501
0.6,1100,200,1700,3300,300,41201
0.7,1200,600,8500,3000,300,21901
0.8,1000,400,4100,3500,400,37601
0.9,1301,400,3600,3000,300,25900
1,1100,400,2300,2900,300,26201
