 ,DA,SA,LL,TV,VEC,CBT
1e-05,200,400,2400,3201,200,22100
2e-05,300,300,2000,3800,200,25501
3e-05,200,200,1200,3600,300,22601
4e-05,300,400,2200,3200,200,22901
5e-05,300,700,3300,3100,200,24600
6e-05,100,200,2800,3100,700,18800
7e-05,200,200,2200,3400,200,22001
8e-05,200,500,1300,3400,200,26001
9e-05,200,600,1100,3400,600,24601
0.0001,300,200,1100,3200,200,36400
0.0002,600,200,1200,3400,100,28200
0.0003,900,600,2700,3000,300,23300
0.0004,600,1200,2800,4300,600,32301
0.0005,800,300,1300,3101,200,31300
0.0006,1600,500,1000,3500,300,31300
0.0007,800,500,1600,3300,300,30001
0.0008,300,200,1000,3300,200,26001
0.0009,400,800,2500,3001,200,24800
0.001,400,600,2900,3100,700,21100
0.002,500,600,1100,3100,500,27601
0.003,1000,700,1500,3600,600,23801
0.004,600,500,1200,3600,400,34901
0.005,600,400,1300,3400,800,35301
0.006,700,500,4300,3400,300,23901
0.007,700,200,1100,4700,200,27801
0.008,800,400,1100,3100,300,24101
0.009,900,600,2700,3201,200,25000
0.01,800,400,1200,3400,300,34601
0.02,1000,700,2700,3600,200,30101
0.03,1000,400,2300,4001,400,44700
0.04,1000,700,1800,3301,500,28800
0.05,800,500,1500,3200,300,30001
0.06,800,600,2100,3000,300,22601
0.07,1600,700,2000,3600,600,32101
0.08,1000,500,1400,3800,400,22801
0.09,1200,800,1500,4100,300,24600
0.1,1500,400,2000,3700,300,34901
0.2,1000,600,1700,3200,500,25700
0.3,900,300,1400,3000,300,20100
0.4,1000,400,1600,3200,300,31601
0.5,1100,500,1700,3400,400,26900
0.6,1100,800,3000,3200,300,19000
0.7,1200,400,2300,4100,300,33101
0.8,1000,500,2200,3700,400,26701
0.9,900,200,2600,3200,300,30901
1,1000,300,2000,3100,200,26500
