 ,DA,SA,LL,TV,VEC,CBT
1e-05,200,400,2700,3000,400,24700
2e-05,200,300,3300,3600,300,21699
3e-05,100,200,1000,3700,100,33400
4e-05,400,300,2899,3200,200,26600
5e-05,200,900,1600,4200,200,32899
6e-05,700,900,2600,3300,200,27599
7e-05,100,800,1400,2900,200,29599
8e-05,200,300,1000,3000,200,26499
9e-05,100,200,3600,3000,100,22100
0.0001,200,200,1100,3200,200,26300
0.0002,200,100,1200,3400,200,32899
0.0003,600,200,1200,3500,300,25399
0.0004,200,300,1200,3300,300,26599
0.0005,500,500,3800,3200,200,24900
0.0006,400,200,1200,3399,200,25300
0.0007,700,500,4000,3400,200,30099
0.0008,600,500,3600,4200,400,25299
0.0009,200,500,2500,3100,200,21000
0.001,500,300,3100,3400,300,32999
0.002,900,300,2300,3000,300,33100
0.003,600,500,1100,3900,300,22500
0.004,400,700,2001,3000,400,31500
0.005,1200,600,3800,3100,200,28200
0.006,700,500,1300,3200,300,28701
0.007,700,400,1000,3500,400,23500
0.008,400,500,2900,3100,200,25200
0.009,1100,500,2900,3600,800,25401
0.01,900,900,2300,3600,300,33300
0.02,900,200,1200,3200,299,38599
0.03,1400,300,1400,3600,200,24999
0.04,700,400,3200,3000,200,22900
0.05,1300,500,1300,4400,300,27201
0.06,900,300,1300,3000,200,27100
0.07,800,400,2400,3100,200,25301
0.08,900,600,3500,3300,200,29200
0.09,1400,500,1200,3200,300,31801
0.1,900,1100,1300,3000,200,20301
0.2,800,300,1900,3600,300,25200
0.3,1001,800,3100,3300,1400,25900
0.4,800,300,1700,3101,300,36800
0.5,1000,700,1801,3300,200,22300
0.6,900,300,1800,3300,300,36001
0.7,1000,200,1900,3000,300,23701
0.8,1100,700,2100,3500,500,30901
0.9,900,300,1900,3200,300,22401
1,1000,300,2300,3400,200,29101
