 ,DA,SA,LL,TV,VEC,CBT
1e-05,800,500,2200,3700,300,17201
2e-05,300,400,1600,3900,300,24300
3e-05,200,200,1200,3300,300,16901
4e-05,600,600,2300,3000,300,28501
5e-05,200,400,1301,3500,200,26100
6e-05,200,300,1000,3000,200,28600
7e-05,200,200,1200,3000,1100,22000
8e-05,100,200,1000,3500,200,17100
9e-05,100,200,1100,3200,300,17500
0.0001,200,200,1200,2900,200,22600
0.0002,200,100,1200,3200,300,29601
0.0003,200,300,1300,3300,300,23201
0.0004,400,300,1200,3400,300,19201
0.0005,1000,300,3500,3200,300,20700
0.0006,300,300,2600,3301,300,33500
0.0007,800,500,1900,3400,200,27500
0.0008,300,100,1100,3600,200,35000
0.0009,500,600,1000,3400,300,27200
0.001,1000,400,1000,3500,300,31801
0.002,700,200,2000,3600,200,27000
0.003,1500,400,1600,5100,200,27600
0.004,500,300,1200,3600,300,21901
0.005,300,300,1100,3900,200,40901
0.006,900,300,1500,3500,300,31100
0.007,600,1700,1500,3201,400,26800
0.008,700,1400,2600,4300,200,49501
0.009,700,1300,2000,3401,300,38100
0.01,700,200,1000,3400,300,37101
0.02,700,400,1300,3301,300,27100
0.03,1000,800,1200,3200,200,25100
0.04,1100,200,3000,3400,300,27601
0.05,800,300,1300,3400,300,31701
0.06,1300,300,2700,3600,400,40101
0.07,900,600,1300,3100,200,25300
0.08,1000,700,2400,3300,200,26801
0.09,1000,400,1700,4100,300,19101
0.1,1000,300,2000,3800,300,24901
0.2,1700,700,3400,3400,200,21901
0.3,1000,1200,8001,2900,300,28300
0.4,1500,500,4200,3900,300,25801
0.5,1300,600,2500,3200,400,25701
0.6,1100,700,2101,3200,600,26000
0.7,1100,600,2100,3100,300,38801
0.8,1600,500,3100,3300,400,19401
0.9,1200,500,4800,3600,200,20801
1,1800,1000,9100,3600,900,33101
