 ,DA,SA,LL,TV,VEC,CBT
1e-05,200,400,4500,3400,300,25501
2e-05,100,500,2601,3200,900,26900
3e-05,100,100,1700,2900,200,29401
4e-05,100,100,2100,2900,100,21801
5e-05,100,400,1800,2900,300,23401
6e-05,500,400,4900,3401,200,22900
7e-05,100,500,2300,3100,200,16300
8e-05,200,100,3500,3200,200,19101
9e-05,100,200,1900,3300,200,19401
0.0001,100,200,1200,3100,300,19200
0.0002,200,200,2200,3300,200,20500
0.0003,200,300,1200,2900,300,23300
0.0004,400,500,1600,3400,400,27501
0.0005,200,900,1100,3100,400,24501
0.0006,400,400,1600,3000,300,26801
0.0007,200,200,1200,3800,400,26301
0.0008,200,400,1400,3500,200,22801
0.0009,600,800,2300,3000,300,34001
0.001,800,400,1200,3600,300,30501
0.002,900,300,1300,3700,300,29701
0.003,500,500,1000,3600,400,25101
0.004,700,900,2100,3000,200,21201
0.005,600,600,2000,4800,400,29801
0.006,800,500,1300,3100,500,29201
0.007,1200,600,2700,4500,400,32301
0.008,800,400,1200,3400,300,28301
0.009,1600,1000,3200,3200,200,21801
0.01,1100,700,1201,3100,400,28300
0.02,1600,600,2600,3500,200,26701
0.03,700,500,3000,3700,1200,19401
0.04,1000,400,3400,3600,300,32901
0.05,1200,800,3000,3900,400,30801
0.06,1100,1300,3700,3000,300,24501
0.07,900,300,1300,3500,400,33701
0.08,700,500,1600,3100,300,26800
0.09,1000,300,1700,3300,400,20000
0.1,1200,900,4000,3001,200,26300
0.2,900,700,2000,3300,600,28200
0.3,1300,700,5900,3100,500,31801
0.4,1000,300,1400,3501,300,27500
0.5,900,300,1700,3100,300,29300
0.6,1000,400,2100,3100,1000,26101
0.7,1100,400,2500,3400,400,28500
0.8,800,400,2300,3700,400,27601
0.9,1000,300,2200,3300,200,24501
1,1600,700,3400,3801,600,26500
