 ,DA,SA,LL,TV,VEC,CBT
1e-05,100,400,2200,3700,400,19300
2e-05,100,500,2200,3100,300,16200
3e-05,200,500,3500,3100,300,26800
4e-05,200,200,1100,3500,300,24201
5e-05,300,300,1500,3000,200,24901
6e-05,400,200,1000,3300,200,24201
7e-05,200,200,1400,3000,200,18901
8e-05,200,100,1000,3200,200,29701
9e-05,300,700,1300,3100,200,29800
0.0001,200,100,1200,3400,300,14501
0.0002,400,500,1500,3400,100,25301
0.0003,200,400,1900,3000,200,22401
0.0004,300,300,1200,3300,200,23301
0.0005,400,900,4600,3000,200,24301
0.0006,600,400,1100,3301,200,37700
0.0007,300,500,900,3400,200,30301
0.0008,300,200,1000,3000,200,22600
0.0009,400,600,1800,3300,400,22001
0.001,400,300,1101,3400,600,25200
0.002,1000,800,2500,4000,300,25400
0.003,400,300,1300,3001,300,29500
0.004,700,500,1200,3600,300,30201
0.005,1000,500,1200,3400,200,28801
0.006,1201,700,2500,3400,500,39300
0.007,500,300,1400,3900,300,36401
0.008,800,500,1100,3600,400,23701
0.009,800,500,4000,4201,400,21700
0.01,800,400,2100,3300,300,27100
0.02,1000,500,2300,3100,300,26100
0.03,600,700,1300,3300,600,29801
0.04,1500,300,1800,3500,200,27001
0.05,700,300,1500,3000,200,34501
0.06,1001,400,1400,3500,400,36600
0.07,1000,300,1400,3700,300,20901
0.08,1100,1000,3100,3100,300,30801
0.09,1200,500,2000,3000,200,26501
0.1,900,600,1500,3300,300,38201
0.2,1100,600,1600,4800,300,37201
0.3,1200,500,6700,3600,300,33301
0.4,1000,500,2500,3100,800,23000
0.5,1201,600,2200,3300,200,29100
0.6,900,200,1800,3000,800,31901
0.7,1000,400,2600,3100,200,26101
0.8,1000,500,2300,3100,200,23401
0.9,1100,400,9901,2900,300,17800
1,1700,1500,6000,4400,400,31101
