 ,DA,SA,LL,TV,VEC,CBT
1e-05,400,500,2500,3900,300,33400
2e-05,100,1000,3300,3100,500,21801
3e-05,300,300,1800,3200,200,34800
4e-05,100,500,3200,3300,300,22801
5e-05,200,100,1100,3600,200,21601
6e-05,100,500,1200,3100,400,28701
7e-05,200,200,1001,3400,100,29200
8e-05,300,100,1200,3400,200,23701
9e-05,200,200,1100,3500,200,24300
0.0001,200,100,1200,3200,100,23500
0.0002,300,400,1700,2900,200,22101
0.0003,400,700,1600,3500,200,20200
0.0004,400,500,1100,3100,200,26401
0.0005,700,200,1400,3200,201,33500
0.0006,400,1300,1300,3301,200,27400
0.0007,200,200,1401,3300,200,28200
0.0008,200,200,1200,3300,400,21200
0.0009,300,300,1100,3800,400,17300
0.001,700,300,2300,3301,800,28900
0.002,500,300,1000,3201,200,30200
0.003,500,500,1100,4900,200,30700
0.004,600,500,1400,3000,300,26501
0.005,600,500,2800,3900,300,28501
0.006,500,1000,2500,3500,500,21201
0.007,400,400,1700,3200,500,36101
0.008,1000,900,1500,3500,200,28300
0.009,1000,400,1100,3500,300,27501
0.01,900,800,1000,3700,200,20801
0.02,800,1500,1800,3900,400,28401
0.03,1100,300,1100,3900,300,25900
0.04,800,300,1600,3000,300,21801
0.05,600,500,1300,3001,600,30300
0.06,900,400,1100,3700,300,22500
0.07,900,300,1300,3100,300,24701
0.08,1100,400,1600,3200,300,32900
0.09,1100,300,1500,3300,300,22401
0.1,1100,500,1600,3700,400,27601
0.2,1000,400,1300,3000,400,24401
0.3,1000,300,1400,3000,300,31801
0.4,900,500,4100,3700,1100,29601
0.5,1000,300,1600,3000,200,25500
0.6,1200,1300,5300,3500,300,29001
0.7,900,600,1500,3000,600,23601
0.8,1300,400,2600,3100,400,20501
0.9,900,200,2300,2900,300,37800
1,900,400,2200,3000,700,20001
