 ,DA,SA,LL,TV,VEC,CBT
1e-05,500,500,2400,3500,200,29301
2e-05,200,300,4500,3300,300,18500
3e-05,200,100,2300,3000,200,31100
4e-05,300,200,1600,3300,200,29301
5e-05,200,100,1200,3300,200,30100
6e-05,100,200,900,3400,200,50801
7e-05,200,400,1000,3300,200,22001
8e-05,200,200,900,3100,300,28901
9e-05,200,100,900,3600,200,21600
0.0001,200,100,1100,3300,200,22801
0.0002,200,300,4200,3600,400,21001
0.0003,200,400,3200,3900,400,21100
0.0004,1700,200,1100,2900,200,21601
0.0005,600,700,1200,3500,500,22400
0.0006,500,300,2200,3500,700,22801
0.0007,600,500,3300,4300,400,24001
0.0008,600,300,2500,3100,300,28801
0.0009,400,500,1100,3400,200,38601
0.001,600,700,1400,4000,700,26301
0.002,400,300,2400,3900,400,26101
0.003,300,600,1200,3100,200,32100
0.004,600,300,1101,3200,400,27900
0.005,500,600,3000,3100,500,29101
0.006,600,700,3600,3200,300,24401
0.007,400,400,3700,4700,400,27101
0.008,700,300,1200,3500,300,37801
0.009,500,300,1300,3400,500,23200
0.01,1300,400,2500,3801,400,27800
0.02,600,400,1400,4300,400,27501
0.03,700,400,3900,3600,300,25501
0.04,1000,400,1300,3700,300,25801
0.05,800,600,1700,3400,600,26901
0.06,1100,600,900,3400,200,31101
0.07,1500,700,2200,3800,500,25301
0.08,800,500,3501,3100,400,16700
0.09,1300,400,1300,3200,200,32300
0.1,1500,300,1400,3100,700,21900
0.2,1100,500,1400,3100,300,25701
0.3,900,400,3300,3201,200,39700
0.4,1000,400,1500,3101,400,30300
0.5,1500,400,2200,3400,300,37601
0.6,1000,300,1900,3300,200,23701
0.7,1800,400,1800,3200,300,26201
0.8,1300,1100,7101,3700,200,19300
0.9,900,600,2300,3100,300,26101
1,1900,900,2900,3400,300,24501
