 ,DA,SA,LL,TV,VEC,CBT
1e-05,100,600,3800,3200,600,19501
2e-05,200,300,2300,3501,300,25000
3e-05,200,200,1600,3000,200,37001
4e-05,300,100,1100,3000,200,33900
5e-05,200,500,4000,3400,500,19200
6e-05,200,800,2500,2800,301,25500
7e-05,100,400,2800,3300,700,22401
8e-05,100,100,1600,3000,200,21900
9e-05,200,200,1800,3101,200,23900
0.0001,200,400,1100,2801,200,27500
0.0002,400,300,1500,2900,200,23101
0.0003,200,1000,2300,3400,200,19800
0.0004,400,200,2000,2900,200,27901
0.0005,300,200,1200,3400,300,30600
0.0006,400,200,1000,3000,200,25900
0.0007,300,200,1600,3200,300,37001
0.0008,300,200,1100,3100,900,20600
0.0009,400,300,1300,3200,300,21901
0.001,300,800,1200,3100,200,22700
0.002,600,500,1800,3300,300,25301
0.003,1300,1800,1900,3100,200,15400
0.004,400,200,1400,3500,200,27000
0.005,600,500,1200,3200,300,28601
0.006,700,600,4500,4400,400,36401
0.007,300,300,1600,3300,400,26601
0.008,700,200,2400,3200,300,24701
0.009,1400,801,1200,3300,200,23700
0.01,1300,1500,2200,3001,200,26200
0.02,1000,400,3200,4400,500,34600
0.03,700,300,1100,3100,500,27601
0.04,1000,400,1100,3100,300,24600
0.05,800,800,1200,3100,300,25501
0.06,1000,500,2100,3500,300,25100
0.07,900,500,2000,3000,200,26001
0.08,1200,800,1800,3200,300,26800
0.09,1700,500,1800,3700,300,26800
0.1,1000,300,1300,3500,300,36401
0.2,1300,600,3300,3100,300,31001
0.3,800,200,1500,4000,300,20200
0.4,1100,400,1300,3800,200,38801
0.5,1200,1200,1800,3200,300,30201
0.6,1200,300,1600,3300,300,27801
0.7,1400,400,1900,3700,600,31300
0.8,1000,200,2000,3800,300,27401
0.9,1000,500,2000,3200,300,26900
1,1000,600,3800,3100,300,20501
