 ,DA,SA,LL,TV,VEC,CBT
1e-05,200,600,2000,3000,1000,22500
2e-05,1100,400,2700,3201,600,22600
3e-05,200,200,2100,3300,500,22301
4e-05,300,300,4700,4100,300,28701
5e-05,200,300,1400,3400,200,38600
6e-05,200,400,2000,3000,200,21700
7e-05,100,100,1200,2900,100,19500
8e-05,200,100,1400,3100,200,24201
9e-05,200,101,1400,3200,200,26400
0.0001,200,1000,1400,3100,200,23000
0.0002,601,400,2300,3400,500,24200
0.0003,300,600,2700,3300,200,23300
0.0004,200,100,1200,3600,300,32701
0.0005,400,500,1300,3400,200,36601
0.0006,200,600,1400,3500,300,22600
0.0007,500,500,2100,3200,100,30700
0.0008,1000,200,1301,3100,200,22500
0.0009,400,300,1700,3200,200,26400
0.001,500,500,1100,3200,300,18901
0.002,400,300,1300,3600,200,30201
0.003,1000,400,1900,3200,300,22101
0.004,600,600,1300,3200,300,29501
0.005,700,601,1300,3500,500,24500
0.006,600,200,1400,2900,200,19001
0.007,400,300,1200,3200,300,23500
0.008,601,500,1200,3100,200,31000
0.009,800,1200,2200,3200,200,31501
0.01,600,200,1100,3400,301,31400
0.02,1900,600,2600,3200,400,19200
0.03,700,400,3400,3201,300,25900
0.04,1100,1300,1801,3000,300,30100
0.05,1600,400,1100,3600,300,29601
0.06,1000,500,1300,3200,400,28000
0.07,1000,300,1300,3600,400,30001
0.08,2000,500,1300,3200,300,29801
0.09,1300,600,20100,3300,200,25801
0.1,1700,1500,3300,3300,200,27101
0.2,1100,500,2600,3000,300,25100
0.3,900,400,3100,3000,300,25901
0.4,900,300,1700,3300,200,26701
0.5,1100,400,1400,3001,200,29600
0.6,1300,1400,2500,3800,200,28201
0.7,800,400,2300,3100,200,23601
0.8,901,300,1900,3100,300,32500
0.9,1000,300,3300,3200,300,33601
1,1500,900,5500,3100,200,24001
