 ,DA,SA,LL,TV,VEC,CBT
1e-05,900,500,2100,3900,500,18500
2e-05,200,100,2500,3000,300,36401
3e-05,700,200,1100,3700,200,25901
4e-05,400,400,1400,3100,700,25800
5e-05,200,100,1200,3600,300,23600
6e-05,200,200,1100,3200,200,21101
7e-05,200,200,1100,3001,200,28900
8e-05,200,400,1200,3000,600,23201
9e-05,200,100,1000,3100,200,24401
0.0001,200,200,1100,4200,200,26200
0.0002,300,800,1300,3300,900,31601
0.0003,600,800,4100,3300,500,26901
0.0004,300,200,1300,3100,300,35201
0.0005,300,100,1300,3100,200,23200
0.0006,200,400,2500,3700,300,22401
0.0007,301,200,1400,3400,200,40200
0.0008,900,200,1000,3300,300,24400
0.0009,100,600,1101,3300,400,24900
0.001,500,400,4500,3300,200,37301
0.002,1101,500,1300,3300,300,24700
0.003,400,1300,1700,3900,400,32601
0.004,1201,500,3700,3200,200,24300
0.005,800,500,1200,3900,300,24200
0.006,1200,600,1000,3400,400,24800
0.007,1500,1200,1200,4300,400,27801
0.008,1301,900,1100,3400,300,32000
0.009,400,300,900,3600,300,24401
0.01,600,400,1300,3500,400,23400
0.02,800,200,1000,3300,300,25501
0.03,700,500,1600,3200,300,41601
0.04,800,300,4300,3100,300,21800
0.05,1200,200,1201,3200,200,35100
0.06,1100,300,1500,3200,300,36301
0.07,900,400,1200,3200,300,24401
0.08,800,200,3900,3300,300,22500
0.09,900,400,1900,3200,300,19100
0.1,1700,501,1800,3500,300,23000
0.2,1200,800,1300,3500,500,35101
0.3,900,200,3600,3000,300,27201
0.4,900,200,8500,3500,400,33701
0.5,900,600,3500,3200,300,26401
0.6,900,200,1800,3100,300,26000
0.7,1000,200,2400,3000,200,22201
0.8,1300,1600,4100,3200,500,23000
0.9,1200,800,1600,3100,400,31901
1,1700,700,8701,3400,700,23600
