 ,DA,SA,LL,TV,VEC,CBT
1e-05,300,400,1900,3300,300,27100
2e-05,100,200,2600,3001,200,18600
3e-05,600,200,1900,3100,200,37600
4e-05,200,200,1200,3100,200,16000
5e-05,1100,500,1700,3200,600,23201
6e-05,500,800,2400,2900,300,27301
7e-05,600,1800,2300,3200,601,21500
8e-05,400,200,1801,2900,200,32800
9e-05,200,200,1000,3000,200,33901
0.0001,200,300,1100,2800,300,35701
0.0002,200,500,1100,3200,300,34601
0.0003,400,400,1400,3400,300,23401
0.0004,300,900,1300,3100,300,17100
0.0005,300,300,1200,3100,400,26400
0.0006,400,400,900,3100,200,23800
0.0007,500,400,1100,3000,200,31501
0.0008,401,400,1200,3000,300,27300
0.0009,300,300,1400,3100,300,21800
0.001,300,400,2800,3100,300,22300
0.002,600,200,1100,3200,600,24000
0.003,500,600,1300,3400,700,20800
0.004,700,400,1100,3200,400,22600
0.005,700,400,1400,2900,200,30401
0.006,700,600,1500,3000,600,22601
0.007,1600,1500,1700,3000,200,22300
0.008,1100,400,2700,2900,300,34800
0.009,1000,700,3200,3300,400,21901
0.01,600,1200,1800,3300,300,24900
0.02,600,200,1600,2900,200,24200
0.03,1100,600,2500,3200,200,31101
0.04,900,500,3400,3700,300,27200
0.05,1100,500,2701,4000,300,22400
0.06,1200,500,2000,3100,300,28701
0.07,1400,800,4700,3100,300,24601
0.08,1600,1200,1500,4301,400,34200
0.09,800,300,1400,3100,400,30200
0.1,1600,700,6400,3500,300,21600
0.2,1400,1100,3001,3300,200,22900
0.3,1000,900,2200,3200,400,31100
0.4,1200,600,1700,3500,300,22400
0.5,1000,300,2200,3300,1400,27501
0.6,1000,600,1100,3300,300,33001
0.7,1100,500,1700,3201,300,32300
0.8,1100,700,2300,3500,500,20700
0.9,1800,500,2900,3500,500,37201
1,1100,400,2200,3200,400,28601
