 ,DA,SA,LL,TV,VEC,CBT
1e-05,700,600,1200,3300,300,30901
2e-05,300,200,1000,3500,200,23601
3e-05,500,400,1500,3800,300,14901
4e-05,300,500,1200,3200,200,23001
5e-05,300,200,1101,3500,300,22300
6e-05,200,100,1300,3300,200,30401
7e-05,300,400,1100,3000,200,23301
8e-05,100,200,1100,2900,100,30301
9e-05,200,100,1600,3700,200,25600
0.0001,300,400,1200,3100,200,25801
0.0002,400,400,1300,3300,300,22001
0.0003,300,300,1200,3000,200,17100
0.0004,600,1400,1600,3400,900,22300
0.0005,300,500,1100,3000,300,17600
0.0006,500,600,1300,3200,200,20700
0.0007,400,600,2500,3200,200,24500
0.0008,100,400,1700,3000,200,21900
0.0009,200,300,1800,3300,300,22501
0.001,300,400,4000,3900,301,27600
0.002,700,1400,1600,3800,300,33001
0.003,700,800,1200,4000,300,25501
0.004,300,300,1000,3200,200,27000
0.005,500,300,1100,3700,300,33701
0.006,600,400,2700,3200,200,26201
0.007,1200,1000,1000,3300,300,25301
0.008,1500,600,1800,3700,300,22901
0.009,800,400,3300,3800,400,24501
0.01,700,400,1001,3000,300,36600
0.02,801,400,1200,3400,300,30300
0.03,900,300,1300,3200,300,40601
0.04,1100,500,1100,3100,500,33601
0.05,900,400,1100,3300,300,25001
0.06,700,900,2400,3301,300,19900
0.07,1100,500,2000,3300,400,20000
0.08,800,500,1400,3500,600,22101
0.09,1200,800,1900,4300,200,27301
0.1,900,800,1400,3201,400,24600
0.2,1000,300,2100,3300,300,26501
0.3,1000,900,2600,3400,800,29800
0.4,900,500,1400,3200,300,23001
0.5,900,300,1600,3000,300,26000
0.6,1700,700,3000,3700,500,27000
0.7,1100,400,4400,3900,300,27300
0.8,1100,500,2501,3500,300,32700
0.9,1400,300,4400,3500,300,25100
1,1000,500,1801,3700,300,25800
