 ,DA,SA,LL,TV,VEC
1e-05,5800,1081921,9644579,24821263,1232123
2e-05,4600,1274424,9584879,24002647,1831034
3e-05,5200,1299525,9529077,24004748,1169122
4e-05,5400,1310525,9633579,22982929,1202722
5e-05,7600,1238523,9468177,23408536,1130221
6e-05,6300,1211423,9424376,22926927,1293824
7e-05,7200,1311925,9429075,23211333,1127521
8e-05,7201,1085520,9689080,23806844,1197022
9e-05,7900,1180922,9568978,22959528,1117021
0.0001,6200,1143721,9497978,22886826,1142421
0.0002,8100,1306224,9237373,23001028,1144522
0.0003,11500,1116021,9826383,23002629,1151521
0.0004,11800,1554029,9884985,22991128,1158522
0.0005,8800,1103120,10001487,24102949,1217023
0.0006,12900,1686732,10632898,23074730,1227523
0.0007,11600,1304124,9942385,23042430,1134421
0.0008,12200,1058820,9548078,22933127,1128321
0.0009,17200,1167522,9886384,23194233,1220722
0.001,12200,1044920,9581679,22962127,1141721
0.002,19301,1183522,9239872,23452737,1238523
0.003,23201,1058919,9468176,22978429,1097920
0.004,24900,1124621,9795683,22949528,1127521
0.005,27300,1301825,9251773,23350435,1137421
0.006,30100,1173822,9656580,23006329,1124021
0.007,31401,1085720,9632880,23188532,1103020
0.008,31700,1354526,9745082,23077830,1119721
0.009,34801,1026019,8973267,23203533,1260123
0.01,38201,1181922,9267972,23017930,1174022
0.02,56301,1146821,8411257,22960227,1069720
0.03,67602,1256023,8935067,23069932,1154622
0.04,72601,1185323,8974567,23092331,1121621
0.05,96602,1362825,9143171,23130231,1132322
0.06,106002,1138022,9086069,22975729,1099021
0.07,105902,1119121,8859665,23342135,1155021
0.08,122702,1047320,8944967,22980529,1124721
0.09,126103,973418,8684361,23016629,1044620
0.1,109102,1117821,8930366,23091830,1156522
0.2,163903,1311125,9503977,23071930,1180922
0.3,150403,1305024,9785982,23365336,1177222
0.4,155503,1009319,9428476,22965427,1074620
0.5,165203,1031519,10034787,23063629,1163922
0.6,149303,1089020,10382093,23026630,1145521
0.7,154403,1247123,8482158,23008727,1097620
0.8,149802,1190217,10323946,23004024,1147616
0.9,149402,1261524,10572795,23291630,1178322
1,141402,1305325,10046489,23023532,1103821
