 ,DA,SA,LL,TV,VEC
1e-05,46901,1382224,54544270,12900,245504
2e-05,6000,13581742,55640789,127103,2356441
3e-05,4600,38743089,55798492,45401,18287525
4e-05,3500,4150074,54974877,51401,670612
5e-05,17400,708713,55043579,46501,116802
6e-05,5201,22139093,54525969,68701,3690566
7e-05,4900,17332008,54114462,56301,2807850
8e-05,3800,23234013,62625714,49900,3727167
9e-05,4100,10103780,52690437,72301,1581428
0.0001,4900,1858733,57962631,50101,287305
0.0002,4700,8487851,52742838,60401,1325824
0.0003,5100,6352413,53254247,53000,1013118
0.0004,5300,18684432,52906341,62401,2992453
0.0005,6700,14707561,53086844,60901,2262440
0.0006,4700,7214828,52975442,40701,1131120
0.0007,6500,2756049,53650554,46701,446907
0.0008,6400,1082819,53709655,38501,171803
0.0009,6001,15409974,53227046,44401,2520944
0.001,6700,22421799,52834240,45200,3548763
0.002,5000,17969813,53859335,62501,2906351
0.003,6401,8488035,52559836,67301,1309820
0.004,6200,14340055,51991523,38401,2194739
0.005,7100,11683208,53291446,43701,1794132
0.006,4300,327304,53372308,22501,51400
0.007,5200,2119928,53248890,17500,326704
0.008,7701,20032050,53437967,57701,3156539
0.009,7400,17340422,53451686,62301,2759036
0.01,7100,1513519,52496763,31200,230503
0.02,8501,11466746,53238780,77801,1837024
0.03,8700,22407495,52698392,36400,3505246
0.04,9800,6885421,52621931,62801,1070119
0.05,7800,3415961,52452431,43400,551310
0.06,7200,7861439,52006623,54901,1239422
0.07,5300,427108,51655420,37801,69701
0.08,8200,20330261,52130428,78701,3209558
0.09,6800,4666983,52163926,24300,739413
0.1,7400,24240623,52235511,66201,3812466
0.2,5800,3284755,52338176,40000,483908
0.3,3400,24937834,51505990,57301,3827751
0.4,4500,6673486,52883780,57700,1031314
0.5,5500,22332386,52530171,97801,3494245
0.6,7500,1930925,53620585,23500,299204
0.7,7100,21149772,53071180,93401,3340843
0.8,4101,2196428,53663286,24800,336005
0.9,4400,18138732,54104493,106601,2915937
1,5201,1808823,53805097,41100,291404
