 ,DA,SA,LL,TV,VEC
1e-05,11500,21223875,53206090,49401,3497445
2e-05,6900,22947697,52872886,27300,3619747
3e-05,5301,21835783,53265390,40401,3470945
4e-05,4900,8209406,52788385,57400,1291917
5e-05,4401,32142069,68254453,44506,2275095
6e-05,4600,15574120,52897162,43105,2517927
7e-05,5500,3050995,53979102,22003,472161
8e-05,5101,16634457,53628056,70909,2609539
9e-05,5001,11286164,53346119,44206,1779231
0.0001,5100,13815877,52820677,68901,2214428
0.0002,5800,22657590,52915778,37201,3564646
0.0003,5900,24236210,52601774,31801,3804248
0.0004,5800,7652198,52853377,39700,1185216
0.0005,6500,25008320,52663875,23500,4044752
0.0006,6400,17208420,52577474,61001,2622033
0.0007,5000,25221529,52261510,25101,3949314
0.0008,7600,25216729,52304711,14800,4031317
0.0009,5500,13162080,52218409,64302,2083760
0.001,6800,3877650,52744379,22000,635108
0.002,6200,12258598,52753654,62001,1912331
0.003,6300,7186132,52615867,39301,1132921
0.004,8200,9398165,53146433,69201,1548327
0.005,7900,12735627,52895444,61401,2024736
0.006,5700,14439953,52708925,49501,2318541
0.007,6300,14723362,56788110,71401,2329641
0.008,6400,24807439,52128122,48101,3969470
0.009,6700,13784445,51865221,78301,2130738
0.01,6700,2901051,52423924,38000,442708
0.02,8400,22398196,52168520,30401,3548663
0.03,6700,22554597,52035615,45101,3806367
0.04,6100,612111,53833849,26501,109102
0.05,5000,2261440,51297504,32701,340506
0.06,6600,21494078,51466907,31500,3394360
0.07,8100,9814125,51568360,48100,1527320
0.08,6701,145801,51868664,25900,23900
0.09,6301,21776485,52132923,53701,3409160
0.1,8900,14139052,51370814,94801,2198239
0.2,6400,19106639,51947724,21400,3050554
0.3,6600,21364980,52357832,11901,3388460
0.4,9000,12735328,51909026,49501,2239040
0.5,4900,13228535,52379329,49501,2148038
0.6,8000,22992207,53151141,13800,3716166
0.7,7400,17555110,52815235,59901,2825950
0.8,2100,21739686,53120243,30101,3452461
0.9,4100,16945001,53160244,28700,2636847
1,5100,11272098,54727165,27500,1757131
