 ,DA,SA,LL,TV,VEC
1e-05,4600,12150713,57401304,63701,1737331
2e-05,2900,1377925,57587607,27001,192303
3e-05,3801,7449330,58260719,40801,1097819
4e-05,3100,17148600,57982615,36800,2612846
5e-05,6100,21344473,56850995,66301,3124355
6e-05,2700,781814,56173883,45601,103201
7e-05,3600,13240031,57819512,55301,1973435
8e-05,3600,12145012,56527489,38601,1749830
9e-05,5200,25978355,58141318,25700,3996770
0.0001,3700,12411717,56593390,41400,1873933
0.0002,4300,7546932,57255902,57601,1085819
0.0003,6800,20676363,56401288,51801,3084654
0.0004,5300,22914902,57369405,26601,3346458
0.0005,5300,12766724,57997817,65101,1947834
0.0006,7101,19156835,57417606,32600,2809550
0.0007,6300,19574943,58177019,64002,2969352
0.0008,6400,8615451,56950798,57701,1267422
0.0009,4100,1886633,56921597,26601,263404
0.001,7500,17305203,56325187,54301,2502644
0.002,7200,16657992,56167984,70201,2475943
0.003,7600,20280855,55375869,58801,2917451
0.004,6500,15865478,56685392,47501,2432042
0.005,6700,18791929,55840676,55701,2712447
0.006,5200,1064818,56848796,15301,149902
0.007,5900,15018263,57147200,57101,2204539
0.008,6601,18521024,55591272,60601,2839450
0.009,6200,15506871,55477370,60401,2552944
0.01,6800,7160332,56309458,33500,1017890
0.02,4800,684609,56447029,31000,99901
0.03,7100,16678014,56419923,31100,2387431
0.04,6000,12113913,55663076,60601,1757131
0.05,8500,9138460,56506990,28901,1400324
0.06,5400,26666368,54814662,24500,3800867
0.07,3700,10800890,56409390,52001,1572627
0.08,7100,13055430,57005005,53601,2010336
0.09,6300,23992822,56306489,44301,3501561
0.1,7700,20995162,56459605,57501,3202840
0.2,6500,23966206,56789024,14300,3590046
0.3,6400,4774485,56301603,49801,721013
0.4,3100,24281927,56469091,44901,3512561
0.5,3400,1840932,57840921,15701,271104
0.6,4400,14314153,58178129,58701,2213639
0.7,4501,14510356,56332496,47000,2065437
0.8,3600,12908513,58893871,82101,2311838
0.9,3500,20062357,58587451,98201,3092840
1,4700,22816192,62399499,26200,3853750
