 ,DA,SA,LL,TV,VEC
1e-05,9501,38133173,54867969,48601,18020118
2e-05,4801,19002335,54393261,67201,3097554
3e-05,4401,14630958,54993571,41001,2313441
4e-05,6000,22363595,54497763,57001,3543262
5e-05,7200,10867992,54350160,41801,1699130
6e-05,5900,2470943,54747568,48701,384706
7e-05,4300,3721966,54167957,21600,596411
8e-05,4700,18125020,55029873,46900,2955453
9e-05,6300,15617676,54531263,51201,2441943
0.0001,6200,2876751,55066773,32400,449108
0.0002,5000,24980142,54015254,30601,3927569
0.0003,5600,19001536,54019755,44600,2970453
0.0004,6600,6434414,54478763,59901,1053318
0.0005,5200,7374530,54584965,67501,1195121
0.0006,5901,22892904,54906469,45401,3688865
0.0007,8200,23605517,54086755,38301,3757066
0.0008,4900,1604028,54248258,52500,242605
0.0009,8000,15010065,54750267,39801,2359441
0.001,6200,2790749,53594446,67702,429507
0.002,11900,12491621,53187340,54301,1954434
0.003,8200,2639946,52662826,35801,400807
0.004,8300,15306770,53470843,63201,2440543
0.005,8900,18228222,54496961,37501,3159455
0.006,8000,14516256,53286640,44001,2241839
0.007,8300,24930638,52829429,41401,3989770
0.008,7600,9827273,52552628,57801,1501027
0.009,6500,8795255,51840515,42700,1347524
0.01,6800,7788538,52699031,65901,1212121
0.02,6900,15635476,51990417,66001,2459244
0.03,5100,23364112,51851614,68901,3697465
0.04,8600,13758677,51722063,83001,2150027
0.05,5900,4220155,52117074,22100,676909
0.06,7001,23125312,52074829,73601,3669666
0.07,6301,1112019,51674818,28801,164003
0.08,7501,23990226,52143726,81102,3793567
0.09,6400,14110551,52127327,95002,2220840
0.1,7300,9674672,51584218,22900,1498027
0.2,6100,14929966,58091532,68201,2351042
0.3,5600,12211216,51984921,54801,1891534
0.4,4500,17005804,52699543,71401,2649148
0.5,8100,18206829,53015358,107002,2919353
0.6,4600,1472827,53514870,24901,225404
0.7,7700,2585847,53307865,20400,403007
0.8,7601,12724630,53275766,29301,1956535
0.9,6500,5139620,52851771,21599,775688
1,4301,10739494,52958460,50101,1655330
