 ,DA,SA,LL,TV,VEC,CBT
1e-05,600,5800,4300,3700,2700,21500
2e-05,700,1100,1300,3600,300,19501
3e-05,600,800,1500,3400,400,17900
4e-05,400,700,1400,3000,300,28500
5e-05,400,800,1300,3100,300,31500
6e-05,400,1000,1200,3400,400,20600
7e-05,300,600,1200,3200,900,21000
8e-05,1100,1200,2401,3300,500,33500
9e-05,300,400,3800,3100,301,23400
0.0001,1100,700,1000,3800,300,36001
0.0002,600,1200,1200,3200,300,28000
0.0003,600,800,1000,3200,300,26501
0.0004,1200,900,1800,3500,600,20900
0.0005,1001,1700,1300,3100,500,28600
0.0006,1000,1000,1100,3400,900,27801
0.0007,1700,1700,1400,3700,400,28401
0.0008,1500,1300,1401,3300,700,28000
0.0009,1500,2800,2500,3400,300,23601
0.001,1500,1300,1400,3100,400,23000
0.002,1900,1800,1500,3400,500,20100
0.003,1800,1700,1000,3200,600,26001
0.004,1200,1600,1300,3500,400,20801
0.005,2100,1000,3500,4400,600,25900
0.006,2400,2300,1801,3200,900,28800
0.007,2900,1500,1601,3400,1100,40100
0.008,3100,1300,1500,4400,400,36701
0.009,3600,1600,2700,3100,500,26501
0.01,1900,2500,1800,3801,800,22400
0.02,2500,900,1400,3300,500,23401
0.03,2700,1400,1300,3301,400,23500
0.04,5800,1700,1400,4000,701,36600
0.05,3100,1300,1401,3300,500,31600
0.06,4600,1400,2200,4400,400,26900
0.07,4200,1500,1900,3300,900,32201
0.08,5201,1500,1500,3400,800,21400
0.09,5100,1800,1800,3901,600,29400
0.1,4900,1400,2000,3200,900,25000
0.2,5200,1500,1800,4900,600,25400
0.3,3400,1200,2000,3200,500,24800
0.4,4300,1800,2100,3200,600,37301
0.5,4800,1600,3000,3700,600,30201
0.6,4600,1200,2300,3800,400,24800
0.7,4500,1700,2900,3100,1100,31301
0.8,4400,1200,2200,3400,300,30701
0.9,5400,1600,4900,3201,1200,26900
1,5200,1200,3000,3100,500,28801
