 ,DA,SA,LL,TV,VEC,CBT
1e-05,800,600,2400,3900,3200,28700
2e-05,1200,600,2300,3700,300,32001
3e-05,300,400,2200,4000,400,27101
4e-05,600,800,2401,3300,500,30200
5e-05,400,700,1200,4000,500,28600
6e-05,400,600,1100,3500,200,33701
7e-05,400,800,1200,3500,600,25101
8e-05,1100,600,1000,3500,400,21800
9e-05,400,500,1000,4000,800,21501
0.0001,400,600,1200,3400,300,20501
0.0002,1200,1200,3900,3600,600,22500
0.0003,1000,2000,1700,3500,300,21600
0.0004,800,1000,1800,3500,800,25600
0.0005,1200,800,1300,4600,400,22900
0.0006,1400,1600,1200,3600,800,22801
0.0007,1600,2700,2401,3900,600,23200
0.0008,1200,1500,1900,5201,400,31300
0.0009,1700,1000,1900,3300,300,33901
0.001,1400,1500,1300,4800,300,23900
0.002,1200,900,1200,3900,500,35200
0.003,1200,1800,2700,3500,800,34901
0.004,1500,1800,1300,4000,500,26401
0.005,3200,1400,2500,4200,1200,28001
0.006,2100,1400,3800,3400,900,32400
0.007,2400,1000,1800,4400,400,32201
0.008,4100,600,2800,3500,400,42501
0.009,2600,2600,2500,3400,900,34201
0.01,2700,1700,1400,3500,400,36201
0.02,3700,1500,2100,4500,1500,21400
0.03,4800,2100,3400,3600,600,41201
0.04,3700,900,1300,3800,400,31600
0.05,4400,2000,2300,3600,400,23500
0.06,3500,600,1700,3400,300,38301
0.07,6200,1600,4400,4200,1000,26701
0.08,4900,800,1800,3500,700,38301
0.09,3300,700,1400,4000,300,34801
0.1,3400,1100,2400,3300,600,29801
0.2,4900,1300,2700,4101,600,27600
0.3,4100,900,1900,3200,300,28001
0.4,4100,1300,2600,4101,600,20600
0.5,4500,1300,1900,3901,700,30500
0.6,5800,900,1500,3500,400,24300
0.7,5500,1700,6500,3700,801,31900
0.8,6500,1300,5300,3200,600,38501
0.9,4600,700,2700,3200,500,22001
1,4000,1800,2500,3600,300,30301
