 ,DA,SA,LL,TV,VEC,CBT
1e-05,1700,1000,2300,3400,400,29601
2e-05,600,600,1300,3100,300,26700
3e-05,600,900,1400,3000,400,29701
4e-05,700,1000,1300,3300,500,15600
5e-05,1000,700,2700,3000,500,23300
6e-05,700,500,1200,4100,300,27801
7e-05,600,600,1200,3200,500,22301
8e-05,600,900,1700,3200,400,21200
9e-05,700,700,1300,3200,300,31200
0.0001,600,600,1100,3200,400,26901
0.0002,1000,2000,3700,4100,600,30201
0.0003,1300,900,1300,3200,300,23601
0.0004,1000,1600,1200,3700,300,28100
0.0005,1600,700,2100,3700,600,17000
0.0006,1200,1000,1300,4200,300,35201
0.0007,800,1700,1100,3100,600,18800
0.0008,1900,1100,1300,3500,800,26901
0.0009,1400,1200,1700,3600,400,27600
0.001,1100,1600,2900,3600,500,22901
0.002,1200,1000,1200,3400,600,45101
0.003,1500,900,1700,3700,500,27300
0.004,1800,600,1500,3900,400,32500
0.005,1300,900,1800,4200,600,32400
0.006,1000,700,1500,3201,400,20100
0.007,1400,500,1900,3100,400,24700
0.008,1700,700,1500,3400,300,24101
0.009,1400,700,1300,3300,600,29400
0.01,3000,1100,1200,4000,400,22700
0.02,4100,900,1000,3300,400,35201
0.03,3400,1000,2100,3400,400,34601
0.04,2300,1100,1300,3300,400,20101
0.05,5200,1100,2000,4200,500,34501
0.06,53501,1100,5400,3800,1200,31501
0.07,5200,900,1500,4100,700,32201
0.08,4900,800,1900,3200,500,27301
0.09,5800,1000,4700,3200,500,34101
0.1,5100,700,3400,3500,500,24901
0.2,5200,1400,2000,3500,500,28501
0.3,3900,900,2200,3100,400,21401
0.4,5000,1300,4300,4000,600,32800
0.5,5800,1100,2700,3100,900,29301
0.6,4501,1700,2300,3400,300,33700
0.7,5800,1000,2401,3700,300,29700
0.8,4400,1101,4000,3100,500,31400
0.9,4201,600,3400,3300,600,29900
1,6000,700,2400,3400,400,28201
