 ,DA,SA,LL,TV,VEC,CBT
1e-05,700,5501,3900,5000,3000,21100
2e-05,700,600,1200,3300,500,24501
3e-05,600,400,1000,3400,600,19101
4e-05,400,900,1100,3200,700,22401
5e-05,1200,800,1300,3300,400,25700
6e-05,500,500,1300,3300,200,25101
7e-05,400,700,1400,4000,500,29201
8e-05,1000,500,2400,3200,600,21201
9e-05,600,500,2700,3200,400,22501
0.0001,400,200,901,2900,200,35100
0.0002,1000,600,2200,4400,1100,23600
0.0003,1000,1600,2000,3600,900,21001
0.0004,1400,1500,1900,3301,400,27700
0.0005,800,900,1500,3800,600,18300
0.0006,1300,1300,1600,3200,300,30700
0.0007,1900,900,1200,3200,300,31101
0.0008,2100,1000,2000,3200,900,32201
0.0009,1100,1100,1500,3400,700,22001
0.001,1100,1900,2400,3200,1000,29800
0.002,2200,1400,2100,3200,600,32601
0.003,1900,1200,3600,3200,600,29401
0.004,1600,700,1400,3400,600,26101
0.005,2500,2200,2100,3700,600,27601
0.006,1900,700,2001,3900,400,29100
0.007,2000,1200,1400,3301,300,28000
0.008,2700,800,2100,3201,1000,24800
0.009,2000,1500,1200,3500,400,23200
0.01,2000,1400,1701,3100,400,23600
0.02,3900,1100,3000,3700,1000,23701
0.03,2000,600,1400,4500,300,30601
0.04,3600,1400,1300,3800,600,29401
0.05,4300,2700,3300,4101,800,30200
0.06,5400,1100,1600,3900,500,28901
0.07,3700,1300,1800,3200,600,28301
0.08,4600,1700,1400,3800,600,28101
0.09,2900,1700,1400,3500,900,18700
0.1,4600,1800,2800,4700,400,36600
0.2,5400,900,1400,4000,500,34001
0.3,3800,900,1600,3200,500,28501
0.4,5800,900,1500,3200,700,29300
0.5,5200,900,1800,3400,600,24201
0.6,3500,2300,2100,3200,400,29901
0.7,5601,1500,4600,3300,500,26500
0.8,3900,2500,2500,3601,300,26400
0.9,5900,1200,9800,4600,800,33101
1,3500,900,3300,4401,500,29900
