 ,DA,SA,LL,TV,VEC,CBT
1e-05,900,600,3200,3600,3600,21000
2e-05,700,400,4700,3100,700,19000
3e-05,1400,600,1600,3100,500,30501
4e-05,900,1000,2900,3500,1100,29501
5e-05,600,1700,2400,4100,1200,28600
6e-05,400,400,1800,3100,300,21001
7e-05,800,1000,3700,4300,900,25401
8e-05,600,800,1400,3300,900,22201
9e-05,400,400,3800,3400,700,20501
0.0001,1000,1000,1100,3500,500,25200
0.0002,1100,2001,1500,4200,500,18400
0.0003,1400,1700,2200,4201,600,27400
0.0004,900,1000,1400,3600,1200,27300
0.0005,700,700,1400,3300,300,24701
0.0006,1300,1500,1300,3100,1100,31200
0.0007,1100,1100,1400,3601,300,25300
0.0008,1800,800,1900,3401,600,28900
0.0009,1800,1300,3800,3900,800,32501
0.001,1300,1300,2900,3500,500,24701
0.002,900,1000,1300,3500,300,26501
0.003,2600,1700,4300,3900,1200,27301
0.004,1800,1300,1200,3900,500,25700
0.005,2500,900,1500,3900,400,29801
0.006,1800,1800,2300,3200,500,28201
0.007,2800,900,1500,3400,500,31000
0.008,1400,1300,1500,4200,600,28001
0.009,1600,500,1400,3001,800,25400
0.01,1800,700,2000,3700,500,29101
0.02,2500,800,1700,3100,700,21401
0.03,5001,1100,1600,3400,500,23600
0.04,5000,1301,1900,3400,500,39600
0.05,3100,1000,2600,3800,400,32401
0.06,3900,800,2000,3600,500,35101
0.07,5600,900,1600,4300,400,32501
0.08,3400,900,1900,3501,400,30900
0.09,4900,1100,1600,4101,400,24600
0.1,5000,1200,3300,3700,1100,35701
0.2,5500,1000,4800,3200,400,27301
0.3,4500,1000,1700,3500,1400,25200
0.4,3700,1000,2100,3400,600,21201
0.5,4600,800,6200,3300,500,25601
0.6,5901,1400,6800,3600,500,46001
0.7,5201,1700,2400,3700,900,34100
0.8,5200,2300,1300,3400,500,49101
0.9,5200,1100,2800,3200,700,25700
1,5300,1200,3800,3400,800,29701
