 ,DA,SA,LL,TV,VEC,CBT
1e-05,700,1300,3900,7401,600,18600
2e-05,600,900,1200,3900,400,25701
3e-05,600,400,1000,3200,500,24701
4e-05,500,500,1000,3400,300,31201
5e-05,900,1100,3700,3600,500,29601
6e-05,700,500,2000,4900,500,24401
7e-05,300,300,4101,3800,300,21000
8e-05,1400,601,1500,3601,400,24200
9e-05,2500,700,2600,3700,500,28201
0.0001,500,400,4001,3101,400,23800
0.0002,700,1200,1300,3600,500,32701
0.0003,1400,1300,3800,4100,600,21501
0.0004,1500,1200,1700,3600,800,15900
0.0005,1300,1700,4000,3600,700,23700
0.0006,1400,1000,1100,3600,400,28601
0.0007,1300,1200,3401,3500,600,32200
0.0008,1901,1400,1600,3600,500,29200
0.0009,1000,1100,2100,3600,800,31200
0.001,2300,1900,1500,4400,600,25200
0.002,1100,1000,1100,3900,300,31201
0.003,2400,900,2400,3500,800,26701
0.004,2300,1700,2200,4100,700,24001
0.005,1900,2100,1300,3400,600,29100
0.006,2500,1300,2600,4900,700,27101
0.007,2900,1100,1400,3900,300,28201
0.008,5001,1400,2900,3400,800,23101
0.009,3300,1200,2900,3600,400,36201
0.01,2800,1400,2800,4200,1100,30801
0.02,5300,1100,2200,3600,300,31101
0.03,3200,1100,3301,3400,600,27600
0.04,2900,800,1400,3600,300,29800
0.05,5400,1200,2100,3601,600,30100
0.06,4200,900,3000,4200,600,24300
0.07,4200,900,1500,3400,600,28901
0.08,5700,1000,2600,3200,600,29900
0.09,4400,1100,2200,3400,400,26601
0.1,3900,1000,2000,3201,400,39400
0.2,3300,700,1500,3800,400,24801
0.3,3400,700,1400,3601,300,27900
0.4,5000,1100,1701,3900,500,26000
0.5,3200,600,2000,3200,400,24100
0.6,4301,1000,2100,3200,400,35000
0.7,5200,1200,3600,13800,600,30801
0.8,5200,1400,2600,4400,500,26401
0.9,4500,1200,5000,3400,600,28901
1,4400,2200,8401,3300,400,32200
