 ,DA,SA,LL,TV,VEC,CBT
1e-05,900,1600,4600,3500,700,26400
2e-05,900,800,2300,3600,800,24001
3e-05,500,700,1000,3000,600,31301
4e-05,800,1000,3400,3200,500,23101
5e-05,500,700,2000,3700,300,24801
6e-05,500,600,4001,3300,400,25300
7e-05,700,800,1200,3100,700,30000
8e-05,2100,1400,2700,3200,500,23500
9e-05,700,700,3000,3200,300,28901
0.0001,600,600,1300,3100,1100,29601
0.0002,1600,1200,2100,3100,700,24601
0.0003,1200,2500,1400,3600,300,31601
0.0004,1500,1200,2100,3200,700,29401
0.0005,800,800,1300,3400,300,37801
0.0006,900,600,1300,3400,500,37801
0.0007,800,600,1200,3300,400,22401
0.0008,1200,400,2100,3900,400,29101
0.0009,700,500,900,3200,600,32800
0.001,1000,600,2500,3100,500,25101
0.002,1100,500,1200,3900,300,33401
0.003,1900,1400,1500,3700,600,30500
0.004,900,900,2400,3100,400,24001
0.005,2400,600,1600,3300,300,29601
0.006,900,600,1800,3100,400,24801
0.007,1900,1300,3000,4201,400,20300
0.008,3000,2301,2800,3900,500,29400
0.009,4300,1000,3100,3300,1000,30500
0.01,3200,901,2600,3500,700,25800
0.02,5200,1000,1100,4500,400,34101
0.03,3100,1000,1400,3600,500,21900
0.04,5100,1000,2400,3301,400,29700
0.05,3900,1300,2200,3700,700,31701
0.06,2900,1400,2000,3700,500,40501
0.07,4200,800,1900,3800,500,25601
0.08,4100,700,2700,3400,900,23101
0.09,5300,1300,3000,3801,600,31500
0.1,4401,2600,2300,3500,600,30000
0.2,6000,1200,1600,4100,400,27401
0.3,4200,900,1700,3700,600,24401
0.4,4600,700,2200,3400,400,30501
0.5,5700,800,2200,3300,500,37500
0.6,6200,800,2701,3600,400,42200
0.7,5300,1300,2700,3600,600,25100
0.8,4900,700,5001,3600,900,25700
0.9,3900,1500,3200,3200,600,25501
1,5300,700,9500,3800,500,26601
