 ,DA,SA,LL,TV,VEC,CBT
1e-05,900,1200,3000,6000,700,22700
2e-05,500,700,3600,3600,400,20601
3e-05,600,1200,1200,4000,600,18901
4e-05,400,400,1000,3400,300,18200
5e-05,400,800,1300,3100,300,23100
6e-05,900,300,1100,3100,200,23100
7e-05,400,200,900,3901,200,20400
8e-05,400,400,1700,3300,400,23600
9e-05,600,800,1900,3700,300,26301
0.0001,300,300,1100,3300,300,22800
0.0002,900,900,1200,3200,300,35901
0.0003,1400,1100,2900,4000,700,37801
0.0004,700,700,1200,3200,300,24301
0.0005,2400,1500,2200,3600,700,33301
0.0006,2200,800,1500,3100,500,20701
0.0007,1100,2200,2000,3700,500,27101
0.0008,1700,1000,1900,3000,600,23700
0.0009,1100,900,2000,3200,500,20301
0.001,1700,1300,2600,4100,500,30300
0.002,1500,900,1900,3300,500,19601
0.003,1300,1000,1300,3201,500,25305
0.004,2000,1100,1401,3601,400,17003
0.005,1300,801,2401,3101,400,34206
0.006,2001,2300,1300,3101,600,25705
0.007,2200,601,1300,3600,400,21005
0.008,1300,1100,2401,3201,500,32406
0.009,2700,900,1600,3900,500,25101
0.01,2301,1300,1500,3300,500,20900
0.02,2200,800,4500,3600,1000,31601
0.03,2600,700,2800,3300,400,29100
0.04,3100,700,1200,3400,700,32301
0.05,3000,700,3400,4500,400,27201
0.06,4500,1400,1800,4100,700,20600
0.07,3201,600,2600,3300,400,25200
0.08,14500,800,1600,3600,400,25601
0.09,5100,900,5400,4501,700,27100
0.1,3301,900,1600,3700,300,32800
0.2,6600,1100,4200,3500,500,26301
0.3,6201,1100,2100,4400,700,33600
0.4,3601,1200,1800,3100,600,19500
0.5,3600,1000,2900,3300,1000,23700
0.6,4000,600,1700,4200,300,28201
0.7,4700,800,4000,3900,400,27101
0.8,5200,600,3500,4300,500,32600
0.9,3600,600,2000,4000,900,34001
1,3400,500,1900,3100,300,28801
