 ,DA,SA,LL,TV,VEC,CBT
1e-05,600,1100,2400,3500,2900,28401
2e-05,700,1000,1700,3400,500,25101
3e-05,700,700,1900,3100,600,23500
4e-05,700,700,3000,3700,600,16001
5e-05,500,900,1200,3501,500,20400
6e-05,800,1101,4100,3400,400,29800
7e-05,700,600,1600,3100,400,23701
8e-05,500,800,1100,3300,600,22100
9e-05,600,700,1600,3600,1100,34101
0.0001,700,400,1400,3400,200,29301
0.0002,800,800,1400,3500,401,28400
0.0003,900,1000,3600,3500,500,35201
0.0004,1800,1000,2300,3200,500,26100
0.0005,1900,1900,2100,3300,500,28000
0.0006,1400,1800,2600,3501,1400,21300
0.0007,2000,1500,2400,3500,500,22001
0.0008,1500,1200,1700,3700,400,29601
0.0009,1300,800,1500,3500,600,32601
0.001,1900,800,1700,3300,500,28701
0.002,900,1100,1500,4400,600,16100
0.003,1200,900,1400,3900,900,30301
0.004,2200,1200,1400,4100,600,28701
0.005,1400,1100,2800,3800,600,26801
0.006,4700,1000,1800,3700,1300,24001
0.007,2100,1000,1900,3400,600,30801
0.008,2100,1400,1400,3900,500,28700
0.009,2500,1600,1900,3400,700,32101
0.01,2701,600,3400,3500,300,30300
0.02,3400,1600,1500,4200,600,22900
0.03,3600,1100,1500,3500,400,33701
0.04,3900,800,1600,4000,500,25200
0.05,4500,1900,5600,3600,500,28500
0.06,5301,900,1400,3700,900,30600
0.07,4600,1000,1900,3800,500,34001
0.08,4300,1000,2400,3700,700,33901
0.09,4100,900,1300,3400,500,25300
0.1,4900,1101,2300,3300,400,26600
0.2,4100,900,1500,3600,300,28900
0.3,5300,600,3500,3300,1100,30001
0.4,5300,900,1600,3400,400,27900
0.5,4400,500,1700,3400,400,23500
0.6,6301,900,2400,3200,300,27000
0.7,4400,2500,2600,3601,500,23000
0.8,5400,2300,2500,3700,600,28301
0.9,5100,1600,6601,4100,600,34600
1,5400,600,3100,3300,1000,31100
