 ,DA,SA,LL,TV,VEC,CBT
1e-05,800,6000,3101,4300,3200,26100
2e-05,700,800,1100,3900,500,26100
3e-05,500,600,1101,3400,500,20000
4e-05,300,400,1300,3400,300,24101
5e-05,400,600,1600,4000,1000,22100
6e-05,1200,2500,2200,4101,900,22100
7e-05,1000,1700,2900,3800,800,26701
8e-05,1300,1000,2600,3600,600,24100
9e-05,1900,1700,2200,3001,1200,22600
0.0001,1700,1200,2700,3900,1100,23801
0.0002,900,1300,1400,3200,400,20001
0.0003,1501,1700,3400,4300,900,27700
0.0004,1300,1400,2300,3800,800,26800
0.0005,1200,1600,1900,3800,400,34000
0.0006,1500,800,2000,3500,300,27601
0.0007,1500,600,1300,3600,400,28001
0.0008,1100,1000,1200,3400,400,33301
0.0009,1200,1400,4501,4900,600,19700
0.001,900,600,1500,3300,800,23801
0.002,2400,1300,4001,3400,600,22300
0.003,3900,1001,2900,3900,500,32100
0.004,2000,1000,2900,4600,800,33101
0.005,3000,1600,1700,3900,400,30401
0.006,3500,1600,2901,3500,700,31900
0.007,2100,1200,2500,3200,600,29501
0.008,3400,1100,3400,4100,700,27300
0.009,4000,1900,1500,4200,500,25601
0.01,2600,700,1200,3600,300,36101
0.02,3900,1000,2700,3601,700,27300
0.03,2401,800,1700,4000,400,34300
0.04,5200,900,1600,4000,500,25801
0.05,4000,900,1300,3800,600,22501
0.06,4500,1100,1600,3700,300,25801
0.07,4300,1300,3300,4000,800,34201
0.08,5500,700,1700,3101,500,29100
0.09,3400,1500,2500,3100,400,24300
0.1,3900,1100,3100,3601,1100,24400
0.2,4700,1000,1800,3400,400,27501
0.3,4000,1200,2700,3200,300,26201
0.4,4100,800,2100,3400,700,47401
0.5,5000,1300,3700,4000,500,25600
0.6,5100,1000,2300,3700,400,32001
0.7,5000,1000,2400,4400,500,33701
0.8,4800,900,2400,3400,700,27901
0.9,4500,1200,4300,3200,500,27401
1,5800,900,2100,3300,300,36601
