 ,DA,SA,LL,TV,VEC,CBT
1e-05,900,1800,2200,3200,500,26301
2e-05,800,1100,1900,3400,300,32701
3e-05,500,500,1100,3700,200,34600
4e-05,400,400,1000,3400,400,20601
5e-05,900,1200,4300,4500,600,28700
6e-05,1900,1900,2600,3400,600,27900
7e-05,400,1100,2500,4200,500,36801
8e-05,1200,1400,2000,3900,700,28201
9e-05,500,800,1100,3100,700,18000
0.0001,700,800,900,3300,300,24800
0.0002,1800,1200,2200,3800,500,27500
0.0003,1200,1000,1300,3900,400,22200
0.0004,2500,1100,2600,3100,500,24200
0.0005,1100,500,1400,3600,700,23400
0.0006,1601,1200,2900,3200,700,24800
0.0007,1100,900,1300,3900,400,40301
0.0008,1800,1200,4100,3800,500,28201
0.0009,1200,1500,3900,3600,900,33201
0.001,1400,1201,3900,3800,500,37200
0.002,3600,900,2100,3600,400,37001
0.003,2100,700,1200,3300,400,30701
0.004,2000,1301,2100,4400,500,25600
0.005,3101,1000,3500,4000,400,41200
0.006,2500,800,1600,3400,600,29201
0.007,1200,900,1100,3200,700,20701
0.008,2800,800,1500,3500,500,30301
0.009,2400,1000,1400,3600,500,25801
0.01,1800,900,5001,3400,1900,30800
0.02,1900,700,2600,3300,300,25701
0.03,4200,1700,1600,4100,500,42001
0.04,4800,1100,1600,3100,500,26501
0.05,2401,700,1400,3300,400,24500
0.06,3900,3500,1400,4100,500,31001
0.07,5300,1300,4000,3300,1101,23600
0.08,3800,500,1500,3100,300,26500
0.09,4000,900,1600,4000,400,27100
0.1,5500,1500,2300,3100,900,28901
0.2,5500,700,1800,3400,700,22101
0.3,5400,1000,2300,3501,500,28600
0.4,6000,1000,1600,3600,400,28401
0.5,5900,1100,1600,3300,400,34801
0.6,6100,1200,7400,3700,600,26301
0.7,3401,700,2100,3100,400,25200
0.8,5200,700,1500,3400,300,25200
0.9,5200,1300,2300,4000,400,25701
1,3800,1200,2700,5000,600,29301
