 ,DA,SA,LL,TV,VEC,CBT
1e-05,1200,1500,4500,4100,600,20501
2e-05,500,1000,4600,3400,800,26101
3e-05,700,400,1100,3200,300,26000
4e-05,600,700,1300,3200,400,26101
5e-05,300,400,1200,3300,400,19900
6e-05,600,700,2100,3300,400,25401
7e-05,300,600,1500,3300,400,40301
8e-05,1300,500,4100,3600,800,25101
9e-05,600,600,1100,3400,200,27001
0.0001,600,700,1300,3801,300,25200
0.0002,1500,1101,1800,3800,700,25700
0.0003,700,1100,1800,3400,300,19301
0.0004,1300,1200,1700,3401,400,31400
0.0005,2500,800,2000,3400,500,41701
0.0006,1400,1000,2100,3400,400,24901
0.0007,1300,800,1200,3700,700,25201
0.0008,1600,900,2800,3300,1000,31401
0.0009,1400,2400,1500,4100,600,26800
0.001,1800,901,1200,4700,400,27300
0.002,2100,700,1500,3101,400,22600
0.003,2201,1000,1700,4000,500,29300
0.004,1500,1900,1500,3300,600,36801
0.005,2600,800,1301,3700,400,30300
0.006,2300,1100,1400,3400,500,24601
0.007,2000,800,1900,3400,300,37001
0.008,4800,1200,2200,3800,500,36801
0.009,4800,800,1600,4001,400,37300
0.01,2400,800,1300,3500,400,35401
0.02,2100,800,3800,3700,1100,29900
0.03,3300,600,2900,3200,400,26901
0.04,4000,700,1200,3400,300,23901
0.05,5700,1700,4000,4100,701,34700
0.06,4000,700,2600,3400,700,23600
0.07,5600,900,1300,3500,300,33101
0.08,6000,1000,2101,3700,1100,27900
0.09,6000,1900,2500,4900,400,32601
0.1,4900,1200,3300,3500,600,26401
0.2,6000,1300,6500,3300,400,30700
0.3,5200,1000,8900,3201,500,27700
0.4,5100,900,2900,3700,600,27401
0.5,3900,800,2500,3100,500,23500
0.6,4700,900,2400,3400,500,31001
0.7,4500,1000,2500,3501,300,26500
0.8,5600,1000,8500,5000,500,25100
0.9,5600,900,3301,3400,1200,27300
1,5200,1100,2400,3601,500,30600
