 ,DA,SA,LL,TV,VEC,CBT
1e-05,1700,1200,1500,5901,1000,36500
2e-05,1000,400,2600,3400,400,29500
3e-05,600,500,1400,3500,200,21701
4e-05,500,600,1200,3400,500,17900
5e-05,500,300,1200,3400,200,29801
6e-05,600,300,1000,3600,300,25400
7e-05,1100,3400,2000,3200,500,27500
8e-05,900,1800,1500,4100,300,25101
9e-05,700,600,1100,3600,500,22600
0.0001,700,701,2500,3800,500,31300
0.0002,900,600,4000,3900,600,23400
0.0003,1300,1600,1400,3500,800,37701
0.0004,2501,1500,2200,3700,300,30100
0.0005,1800,2800,1100,4301,300,32500
0.0006,1100,2400,1200,3600,300,37501
0.0007,900,2100,2800,3301,400,27700
0.0008,1200,2200,1100,3600,400,37701
0.0009,1700,400,1500,3800,300,33301
0.001,2500,1500,1300,3600,700,28600
0.002,1100,700,4100,3900,600,37501
0.003,1800,1600,3200,3701,500,34400
0.004,1300,1200,1800,3800,300,33600
0.005,2200,500,4200,3400,400,26201
0.006,2400,1000,1301,4900,400,28300
0.007,2000,900,2300,3300,600,28401
0.008,2000,1100,2000,3400,1400,30801
0.009,2300,1400,5200,3900,600,41801
0.01,1700,1000,1600,3200,1200,24700
0.02,3000,700,1400,3601,900,28900
0.03,5700,1100,3300,3900,500,31401
0.04,2701,1800,1400,3600,500,35900
0.05,3100,1100,3800,3700,1001,33800
0.06,4000,1800,1700,3501,300,39900
0.07,5100,2400,3000,3600,500,23900
0.08,5400,1000,5400,3600,700,26901
0.09,5300,900,2000,3700,300,25300
0.1,6100,900,2500,3300,400,28300
0.2,4000,700,2800,3500,500,20800
0.3,4000,2300,3700,3600,800,24600
0.4,5700,1000,6001,3300,500,38100
0.5,5700,800,5400,3800,500,37401
0.6,3600,800,1800,3200,800,19700
0.7,5600,800,1800,3100,300,26501
0.8,6700,1200,4000,3700,500,30201
0.9,3600,700,2600,3900,300,28500
1,4100,2000,4800,3801,600,24900
