 ,DA,SA,LL,TV,VEC,CBT
1e-05,600,800,1900,5900,1000,18600
2e-05,500,400,1100,3400,400,33901
3e-05,400,300,1000,3100,600,30301
4e-05,500,600,1400,3500,200,18100
5e-05,600,500,1700,3301,500,20500
6e-05,401,600,800,3400,200,29900
7e-05,400,300,1100,3400,300,26301
8e-05,1000,800,1100,3100,300,22200
9e-05,500,200,1300,3100,200,24800
0.0001,600,400,1100,3200,300,21601
0.0002,800,700,1300,3500,400,32301
0.0003,2900,800,1400,3500,400,28401
0.0004,1300,900,1400,3401,300,32000
0.0005,1700,800,1400,3700,400,20700
0.0006,700,900,3400,3200,500,22800
0.0007,1600,500,2000,3400,900,27601
0.0008,1601,800,1300,3300,1000,15800
0.0009,1700,800,1000,3100,300,35601
0.001,1400,900,3401,4000,500,28400
0.002,1600,800,3900,3200,500,29300
0.003,1400,2600,3600,3200,600,28800
0.004,2100,1800,1600,4401,600,24900
0.005,2200,900,1500,3700,400,24500
0.006,1700,1400,2700,3501,400,30200
0.007,3001,2700,2600,3300,1100,25700
0.008,4600,800,1600,3500,500,29601
0.009,4100,1100,1600,3500,400,32501
0.01,2900,900,1900,4800,400,32400
0.02,2900,800,2300,3500,300,27301
0.03,2300,500,1500,3200,300,28101
0.04,3100,900,4400,3400,400,38601
0.05,4000,1900,4000,4100,600,27301
0.06,4900,900,1200,3300,500,30601
0.07,3500,1000,1400,3700,400,22400
0.08,4100,1000,1400,3200,400,30901
0.09,3600,1800,1500,3300,600,24900
0.1,2701,500,1300,3200,300,32600
0.2,4000,901,1500,3700,400,31000
0.3,4600,1100,2000,4200,400,30301
0.4,6600,1100,1700,4000,500,40501
0.5,4300,700,1900,3400,500,40101
0.6,4800,1100,3400,3500,600,30601
0.7,3600,600,1800,3200,400,24501
0.8,3700,700,2400,3500,400,29301
0.9,4000,1200,2600,3300,700,34001
1,5600,800,1900,3600,500,31400
