 ,DA,SA,LL,TV,VEC,CBT
1e-05,1600,600,2200,4900,3000,24201
2e-05,1100,1400,2500,3601,1200,28500
3e-05,700,900,3600,3500,500,23701
4e-05,500,400,2300,3500,600,27900
5e-05,700,400,1400,4600,300,24601
6e-05,500,300,1000,3500,200,20400
7e-05,400,500,1000,3800,200,31900
8e-05,700,400,1300,4300,500,22601
9e-05,600,400,1000,3200,200,22400
0.0001,300,300,1400,3100,300,24900
0.0002,1100,1400,3900,3400,400,25201
0.0003,2500,700,1100,3300,400,25501
0.0004,800,1400,1400,3200,300,28200
0.0005,1200,1100,3200,3601,1200,27300
0.0006,1200,1200,4000,3600,801,25200
0.0007,1400,1100,4301,4000,500,32800
0.0008,1000,1100,15800,3500,1100,28101
0.0009,1400,1000,1700,4900,600,27500
0.001,1400,1300,3100,3400,700,35901
0.002,2400,1200,3400,3300,1100,23300
0.003,2100,1200,5400,3500,600,35201
0.004,2700,1800,1300,3600,400,42201
0.005,2500,900,4600,3800,600,33701
0.006,3500,1000,1800,4500,900,40601
0.007,2600,1400,3700,4400,400,35101
0.008,3100,1300,3600,3900,800,24901
0.009,3400,1300,3800,3900,700,25301
0.01,2100,1300,1200,3500,500,29801
0.02,3100,1100,1800,3500,800,26200
0.03,2600,1200,1400,3200,300,23400
0.04,2800,2201,1800,4300,300,32400
0.05,3600,700,3500,4801,600,26100
0.06,3300,1700,2700,3300,500,47101
0.07,5700,1700,1500,4100,500,31201
0.08,3700,1300,3600,4400,600,25001
0.09,4100,800,1400,3400,400,22801
0.1,3900,700,1600,4200,400,34301
0.2,5100,900,4000,3600,600,30301
0.3,3200,900,3600,3200,400,22700
0.4,5300,2600,3300,3500,1100,30300
0.5,5200,900,4800,3100,1001,28600
0.6,4100,1700,1700,3200,601,34300
0.7,4400,1000,2300,4000,400,26301
0.8,4200,800,2901,3200,600,29900
0.9,4300,1200,2700,3500,1300,24900
1,4600,2300,3800,3100,600,27101
