 ,DA,SA,LL,TV,VEC
1e-05,4700,284705,908417,2396344,117302
2e-05,4800,124802,901817,2243341,113702
3e-05,4400,125902,872716,2316143,116102
4e-05,3200,104002,689212,2253942,125602
5e-05,3401,101301,619911,2222241,113802
6e-05,4700,128502,874517,2288442,113502
7e-05,5201,124702,882416,2240641,115302
8e-05,4600,123803,875816,2281342,111902
9e-05,7100,126102,891417,2255141,116202
0.0001,4900,103402,701713,2302442,117202
0.0002,7400,106302,925217,2243641,114102
0.0003,7100,159203,918417,2252341,112802
0.0004,7000,128402,895717,2259242,112202
0.0005,9000,103402,884516,4794489,112002
0.0006,14701,109402,904616,2248942,116602
0.0007,9500,126702,901017,2267242,113102
0.0008,11200,128202,897817,5838808,113402
0.0009,10201,128902,884316,16825411,114902
0.001,11700,136002,871916,2260142,114402
0.002,9500,126303,887816,2264241,115503
0.003,10300,128203,893016,2270942,111902
0.004,10300,136702,860416,2258142,119402
0.005,9601,128402,876216,2253741,115703
0.006,11200,124503,885916,2251442,114902
0.007,9400,132903,879016,2255342,113502
0.008,10500,104502,871816,2253741,108002
0.009,9600,132103,905316,2242742,114802
0.01,11200,105702,896617,2299442,118002
0.02,9800,141302,876417,2236641,111702
0.03,9100,119902,866816,2313243,113402
0.04,10400,120303,1170622,2274942,119402
0.05,11100,121503,954024,2238057,114903
0.06,14201,126902,892916,2254142,110302
0.07,11800,123702,933717,2279143,118302
0.08,17400,131503,849715,2613545,113302
0.09,14600,102202,845216,2236841,112002
0.1,11700,126803,860916,2249141,4130676
0.2,72902,124302,861516,2288942,115202
0.3,23601,126202,1031219,2331443,113402
0.4,34201,123402,864916,2329043,116102
0.5,36400,120802,855316,2265742,113602
0.6,32801,125002,876816,2265942,112502
0.7,155303,99401,895417,2236141,113502
0.8,144903,100501,877016,2255642,120002
0.9,140602,122003,877116,2290143,112502
1,117102,104302,854716,2245041,112202
