 ,DA,SA,LL,TV,VEC
1e-05,4300,293205,904917,2398345,110602
2e-05,3300,114302,699113,2222141,110502
3e-05,5000,123802,907717,2251442,110602
4e-05,2800,101602,709714,2223841,123803
5e-05,6301,128002,922517,2237642,113602
6e-05,6700,126503,890016,2240942,114402
7e-05,7200,102102,887016,2253043,111702
8e-05,3100,98602,681312,2223942,109302
9e-05,7200,121802,911517,2371045,111802
0.0001,5800,120902,907317,3127059,110802
0.0002,8600,124002,894717,2239942,114202
0.0003,7900,125003,905517,2239142,139602
0.0004,7800,126502,928118,2253242,118202
0.0005,5700,121903,902517,2277242,112402
0.0006,5800,124003,899416,2256643,115202
0.0007,9900,121203,956718,2264242,113202
0.0008,10200,124903,993519,2278642,113102
0.0009,5500,97602,898117,2253942,112302
0.001,7300,101202,895717,2236542,112802
0.002,6200,97402,903317,2249042,127702
0.003,7200,98902,893217,2255842,111302
0.004,7100,97402,902517,2265443,109902
0.005,9300,121902,894317,2248042,130302
0.006,7600,123202,891617,2264142,112402
0.007,7700,122002,913517,2421745,117303
0.008,9900,119403,925617,2252642,114702
0.009,8600,122002,883117,2274442,116303
0.01,6500,119402,895517,2280543,124602
0.02,8200,115902,894317,2264242,112502
0.03,9800,185904,888017,2267242,111902
0.04,11500,123502,915617,2253942,113402
0.05,8700,102002,905517,2247042,115702
0.06,12400,116602,897617,2246843,113802
0.07,13300,101501,914606,2261916,113501
0.08,14300,125102,982919,2239042,116102
0.09,14300,126903,917717,2277343,116802
0.1,20100,126103,852316,2275943,114002
0.2,21500,130003,854416,2257943,115602
0.3,28601,102202,861316,2263843,118102
0.4,25601,131004,852328,2377279,112703
0.5,27600,119202,846815,2270938,113901
0.6,29401,121902,872816,2242642,115902
0.7,29600,116702,871617,2375244,115202
0.8,152103,98502,818415,2264542,117502
0.9,113302,119002,880017,2248742,113602
1,121803,130602,908617,2258242,112402
