 ,DA,SA,LL,TV,VEC
1e-05,5000,2314442,9193166,24118033,1097320
2e-05,4200,1336224,9082964,22664407,1091220
3e-05,5900,1320124,8979562,22609706,1055119
4e-05,8000,1066819,9088564,22566505,1125721
5e-05,7101,1343324,9126564,22615906,1122720
6e-05,5201,1333224,9207365,22605807,1114520
7e-05,5100,1266423,9159665,22650107,1161521
8e-05,5901,1299123,9100763,22624607,1125020
9e-05,7000,1285223,9205865,22630807,1092120
0.0001,6600,1305423,9020863,22620606,1115420
0.0002,6800,1272123,9206465,22568207,1129820
0.0003,6100,1271523,9112264,22549206,1086519
0.0004,6400,1315023,8956962,22540105,1088320
0.0005,6300,1147120,9249367,22575806,1141021
0.0006,6300,1302623,9173865,22681509,1155620
0.0007,9700,1324724,9012462,22549506,1127721
0.0008,11401,1210921,9098263,22547806,1078920
0.0009,8200,1166621,12938933,22551006,1146321
0.001,9100,1229922,8884461,22509306,1110020
0.002,12000,1312724,9035563,22610007,1129020
0.003,10701,1329724,8896360,22570607,1075019
0.004,11600,1311524,8948061,22736009,1102920
0.005,15101,1306823,9039762,22592805,1157621
0.006,14001,1274622,8947661,22603506,1150021
0.007,14200,1129321,9034961,22666306,1128520
0.008,13800,1240923,9032862,22611906,1124321
0.009,14800,1182321,8969261,22683408,1147520
0.01,15300,1288523,9029362,22629207,1132321
0.02,20201,1314524,9162165,22678308,1133121
0.03,47901,1295923,8947161,22610306,1147721
0.04,68901,1322924,8808658,22561707,1153420
0.05,73301,1293324,8854159,22553606,1098320
0.06,84001,1307224,8971162,22654409,1138220
0.07,90201,1320423,8894254,22584492,1127219
0.08,120002,1354225,9070365,22695312,1092720
0.09,108702,1294024,9092066,22581612,1078720
0.1,118803,1290423,8886262,22577612,1114320
0.2,125202,1302423,9027364,22695911,1168321
0.3,154103,1174921,9044764,22533709,1087219
0.4,118902,1272524,8773259,23977935,1071919
0.5,138603,1129621,9235371,22513317,1115521
0.6,131402,1287024,9103967,22455612,1119020
0.7,165503,1268323,9130470,22515920,1140221
0.8,137103,1249923,8880764,22455315,1085020
0.9,130903,1273224,9151069,22533017,1108321
1,163103,1325825,9183769,22519416,1260323
