 ,DA,SA,LL,TV,VEC
1e-05,4900,293206,1032620,2481747,105702
2e-05,5600,103302,997919,2256743,111102
3e-05,5400,124503,878316,2270944,110702
4e-05,6800,102302,883317,2233842,112602
5e-05,4500,97401,676413,2262643,109402
6e-05,6000,125703,899817,2240242,114503
7e-05,7400,120603,965718,2250043,116702
8e-05,5600,102602,884917,2237042,112903
9e-05,4601,102301,690313,2225042,111902
0.0001,7000,122203,889317,2234942,113302
0.0002,8901,100702,905617,2233342,112502
0.0003,8701,120202,865016,2272943,112402
0.0004,9500,99002,860516,2248643,112802
0.0005,12300,121603,906717,2239343,112802
0.0006,14500,123702,865017,2261443,113802
0.0007,10700,123903,866016,2261143,115003
0.0008,8800,123102,873617,2237742,114003
0.0009,10900,121103,874716,2272744,112702
0.001,8200,123602,892317,2236643,114102
0.002,7100,121403,899017,2238442,112203
0.003,9800,122703,911317,2238643,119102
0.004,8400,122403,889017,2243242,130003
0.005,9200,124602,913217,2240143,121002
0.006,11700,122303,873216,2257643,113102
0.007,8000,123802,852916,2256643,112702
0.008,9900,124202,860516,2238343,114102
0.009,8400,125702,887417,2255043,114902
0.01,10100,127202,876117,2244743,112702
0.02,15900,124203,896617,2233743,111102
0.03,12000,124103,859516,2313144,114202
0.04,12701,103202,874516,2313944,114702
0.05,16100,127903,855016,2254543,116202
0.06,13300,121003,847916,2275942,115003
0.07,13801,123402,892715,2248637,114502
0.08,13100,123402,881117,2244343,112602
0.09,14100,124203,860616,2250743,116102
0.1,17200,124003,868616,2276244,116502
0.2,20600,101501,842016,2249043,108502
0.3,26500,102202,845616,2256642,113802
0.4,22601,124702,881817,2245844,113003
0.5,28201,122602,886615,2256640,112402
0.6,34001,98902,826815,2246443,114902
0.7,187304,99002,884216,2313444,121503
0.8,159503,120902,898817,2251143,114202
0.9,157103,118303,879116,2255143,113302
1,132902,123803,879017,2256542,110402
