 ,DA,SA,LL,TV,VEC
1e-05,4500,2120140,9516778,23478640,1038020
2e-05,4000,1293324,9446277,22481522,1075120
3e-05,6300,1329525,9641080,22514022,1034720
4e-05,4500,1127322,9267573,22519822,1189923
5e-05,6300,1299625,9250373,22536422,1057720
6e-05,3700,992119,9626281,22508521,1038020
7e-05,6000,986918,9286374,22500422,1047519
8e-05,5800,1329825,9581780,22542722,1020819
9e-05,6600,1311825,9703982,22561123,1159621
0.0001,8200,1310224,9627981,22531222,1095221
0.0002,6800,1338725,9607180,22598823,1103821
0.0003,5100,1316725,9312274,22517222,1092321
0.0004,5800,1333425,9288174,22480222,1086320
0.0005,7400,1278424,9280474,22488021,1086221
0.0006,7600,1117721,9874785,22497621,1103421
0.0007,7900,1352225,9573780,22470121,1109621
0.0008,10000,1312325,9229075,22479927,1088620
0.0009,10900,1316725,9293376,22478327,1085820
0.001,8000,1293225,9196475,22517727,1157122
0.002,15101,1240923,9441077,22497723,1072920
0.003,12301,1111021,9531879,22574326,1125121
0.004,11400,1171422,9605981,22523525,1068520
0.005,13500,1252023,9449978,22571925,1067020
0.006,11900,1237423,9761584,22625525,1176223
0.007,12200,1305624,9149173,22856831,1088820
0.008,13300,1323725,9448878,22636426,1090021
0.009,16101,1207322,9772184,22479925,1073920
0.01,17200,1390526,9534380,22604426,1079920
0.02,18500,1151821,9599482,22637429,1071321
0.03,24401,1315724,9496975,22634718,1086920
0.04,26500,1280524,9489079,22802431,1130821
0.05,75702,1311324,8932369,22582627,1092321
0.06,82902,1288324,8558361,22638325,1095121
0.07,79202,1208220,8671050,22549389,1087619
0.08,92201,1197322,8603653,22568101,1129120
0.09,102502,1304325,8615362,22540925,1110721
0.1,116102,1246718,8693029,22531334,1058416
0.2,117502,1179022,8943969,22534025,1004719
0.3,167603,1312625,8744365,22558325,1112621
0.4,169203,1186122,8988768,22576020,1163522
0.5,151403,1306125,8904967,22552724,1082521
0.6,115002,1284624,8708463,22538922,1031720
0.7,147603,1246923,9040770,22585025,1065720
0.8,181804,1185822,8908068,22587426,1025320
0.9,122402,1255923,8863165,22558619,1070020
1,139095,1304260,9264515,22542007,1046468
