 ,DA,SA,LL,TV,VEC
1e-05,4300,1117221,9457476,22484618,1031719
2e-05,5100,1298224,9497877,23915144,1065820
3e-05,6700,1130421,9389175,22662221,1068720
4e-05,5100,1130421,9465576,22620021,1048620
5e-05,4101,1049719,8845564,22518519,1047519
6e-05,5000,1308324,9125370,22541119,1061420
7e-05,5901,1019319,8674961,22468018,1073620
8e-05,5100,1297724,9075769,23753641,1140222
9e-05,5400,1237123,9604178,22469118,1142021
0.0001,5801,1172921,9554377,22469618,1096720
0.0002,6900,1352725,9669880,22422917,1038719
0.0003,8700,1215623,9732282,22636123,1090820
0.0004,7700,1286924,9480177,22491020,1077021
0.0005,6500,1192122,9508178,22453719,1058120
0.0006,8701,1196122,9483277,22563721,1047019
0.0007,9001,1144521,9559978,22518721,1124921
0.0008,8801,1244323,8780463,23207934,1065520
0.0009,10000,1233323,9394375,22490020,1055620
0.001,8700,1192323,8833065,22551021,1076520
0.002,12800,1327425,8825365,22543321,1063919
0.003,12100,1319525,8643261,22551221,1099520
0.004,12400,1316025,8557259,22508120,1072820
0.005,12801,1331924,8494458,22732925,1093120
0.006,14701,1499928,8713362,22536421,1090620
0.007,13101,1271823,9094569,22545921,1060420
0.008,13800,1331425,8920467,22575721,1108321
0.009,15300,1304524,9021569,22682325,1134922
0.01,19900,1274124,8683263,22625022,1062520
0.02,18701,1260616,9165317,22600389,1058013
0.03,23600,1187623,8730664,22715025,1063520
0.04,56301,1236024,8812066,22448425,1107321
0.05,61401,1273624,8759165,22460821,1102921
0.06,72402,1268724,8859066,22678426,1086520
0.07,76102,1328225,8664562,22547623,1118821
0.08,97201,1083121,8897968,22498324,1104921
0.09,113502,1292625,9087870,22624625,1102321
0.1,111602,1262423,8958769,22573623,1092521
0.2,119402,1206623,8704863,22558622,1077020
0.3,138803,1243223,8946667,22611922,1075020
0.4,135002,1159222,8753764,22588425,1073520
0.5,157603,1132122,8999370,22715829,1187922
0.6,120802,1289424,8882665,22540519,1080520
0.7,116302,1301825,8932869,22613526,1058920
0.8,134302,1290424,9265674,22617422,1089321
0.9,144303,1308925,9141275,22510431,1086121
1,147902,1292816,9367817,22481681,1049513
